KEGGid,SMILES_by_ChEBI
C14677,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@H](CC[C@@]21[H])C(C)=O
C14678,CC(=O)Nc1ccc-2c(Cc3cccc(O)c-23)c1
C14679,COc1ccc(\C=C\c2ccccc2)cc1
C14680,C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C14681,CC(=O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C
C14682,COC1=CCC2=C(CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)C1
C14683,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
C14684,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C
C14685,C(Cc1ccccc1)c1ccccc1
C14686,C1CCC(CC1)NC1CCCCC1
C14687,CCOCCO
C14688,ClCCOCCCl
C14689,OCCOCCO
C14690,NCCNCCNCCNCCN
C14691,CCN(CC)CC
C14692,ClC(Br)Br
C14693,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
C14694,N(c1ccccc1)c1ccc2ccccc2c1
C14695,OC(=O)CN(CC(O)=O)CC(O)=O
C14696,CCCCCCCCCO
C14697,CC(C)CCc1ccc(O)cc1
C14698,CCCCCCCc1ccc(O)cc1
C14699,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
C14700,CCOC(F)(F)C(F)Cl
C14701,C[n+]1ccc(cc1)-c1cc[n+](C)cc1
C14702,[O-][N+](=O)c1ccccc1[N+]([O-])=O
C14703,Cc1cccc2cccc(C)c12
C14704,CN(C)N=O
C14705,ClCC(Cl)(Cl)Cl
C14706,CCOS(=O)(=O)OCC
C14707,[H]C(Br)(Br)Br
C14708,[H]C(Cl)(Cl)Br
C14709,C(OC(C)(C)C)(C=1C=CC=CC1)=O
C14710,CC(C)CO
C14711,Cl[Ni]Cl
C14712,Nc1cc(Cl)ccc1Cl
C14713,Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
C14714,ClC(Cl)C(c1ccc(Cl)cc1)c1cccc(Cl)c1
C14715,Cc1cc(O)cc(C)c1Cl
C14716,CCCCC(CC)COC(=O)c1ccc(O)cc1
C14717,CCCCC\C=C\C=C1/[C@@H](C\C=C/CCCC(O)=O)C=CC1=O
C14718,CCCCCCCOC(=O)c1ccc(O)cc1
C14719,CCC(c1ccc2cc(O)ccc2c1)C(C)(C)C(O)=O
C14720,CCc1c(-c2ccc(OC)cc2)c(=O)oc2cc(O)ccc12
C14721,C[C@H]1\C=C\C=C(C)/C(=O)NC2=CC(=O)c3c(C2=O)c(O)c(C)c(O)c3C(=O)\C(C)=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O
C14722,C=12C=3C(=O)C(C)=C[C@H]4[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](C=CC=C(C(NC(C(C1C(=C(C3O)C)O)=O)=CC2=O)=O)C)C)O)C)O)C)OC4O)C)O
C14723,C[C@@H]1[C@@H](O)[C@@H]2\C=C(C)\C(=O)c3c(O)c(C)c(O)c4C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H]1OC2=O)=CC(=O)c34
C14724,CC1\C=C\C=C(C)/C(=O)NC2=CC(=O)c3c4C(=O)C(C)(Oc4c(C)c(O)c3C2=O)O\C=C\C(O)C(C)C(O)C(C)C(O)C(C)C1O
C14725,C[C@H]1\C=C\C=C(C)/C(=O)Nc2cc(O)c3c4C(=O)C(C)(Oc4c(C)c(O)c3c2O)O\C=C\[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O
C14726,Oc1c(Cl)cc(c(Cl)c1Cl)-c1cc(Cl)c(Cl)c(Cl)c1Cl
C14727,C[C@H]1\C=C\C=C(C)/C(=O)Nc2cc(O)c3c4C(=O)[C@](C)(Oc4c(C)c(O)c3c2O)O\C=C\[C@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O
C14728,Oc1c(Cl)cc(c(Cl)c1Cl)-c1ccc(Cl)c(Cl)c1Cl
C14729,None
C14730,Oc1c(Cl)cc(c(Cl)c1Cl)-c1cc(Cl)c(Cl)cc1Cl
C14731,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](Br)[C@@H]2O
C14732,CCCCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCC(O)=O
C14733,Oc1cccc(c1)-c1cc(Cl)c(Cl)c(Cl)c1Cl
C14734,Oc1cccc(c1)-c1cc(Cl)ccc1Cl
C14736,Oc1ccccc1-c1cc(Cl)ccc1Cl
C14737,Oc1c(Cl)cc(cc1Cl)-c1ccc(Cl)cc1
C14738,CCC1C(C(C)c2cc(O)ccc12)c1ccc(O)cc1
C14739,None
C14740,C(=C(/C1=CC=C(C=C1)O)\CC)(\C2=CC(=C(C=C2)O)O)/CC
C14741,CC(C)c1ccc(O)cc1C
C14742,O=NN(c1ccccc1)c1ccccc1
C14743,CC1=CC(=O)CC(C)(C)C1
C14744,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl
C14745,CCn1c(c(C)c2cc(OC(C)=O)ccc12)-c1ccc(OC(C)=O)cc1
C14746,CN(C)\C=N\c1ccc(Cl)cc1C
C14747,Oc1ccccc1Cc1ccccc1O
C14748,OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
C14749,C[C@H](O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
C14750,C[C@H]1CCC[C@H](O)CCC\C=C\c2cc(O)cc(O)c2C(=O)O1
C14751,C[C@H]1CCC[C@@H](O)CCC\C=C\c2cc(O)cc(O)c2C(=O)O1
C14752,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1
C14753,C[C@H]1CCC[C@@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1
C14754,C[C@H]1CCCC(=O)CCCCCc2cc(O)cc(O)c2C(=O)O1
C14755,Oc1ccc(c(Cl)c1)-c1ccccc1
C14756,None
C14757,CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#C)[C@@H]2CCc3cc(O)ccc3[C@@H]12
C14758,None
C14759,Nc1ccc(Oc2ccc(N)cc2)cc1
C14760,[Na+].[Na+].[Na+].Oc1c(cc2cc(ccc2c1\N=N\c1ccc(c2ccccc12)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O
C14761,c1ccc(cc1)\C=C\C=C\c1ccccc1
C14762,C(CCCCCCC/C=C\C=C\[C@H](CCCCC)O)(=O)O
C14763,Oc1ccc(cc1)\C=C\c1ccccc1
C14764,NS(=O)(=O)c1cccs1
C14765,C(CCCC(O)=O)CCC\C=C/C=C/C(CCCCC)=O
C14766,C(=C\C=C\C(CCCCCCCC(O)=O)=O)\CCCCC
C14767,CCCCC\C=C/C=C/[C@@H](O)CCCCCCCC(O)=O
C14768,CCCCC\C=C/C\C=C/C\C=C/CC1OC1CCCC(O)=O
C14769,CCCCC\C=C/C\C=C/CC1OC1C\C=C/CCCC(O)=O
C14770,CCCCC\C=C/CC1OC1C\C=C/C\C=C/CCCC(O)=O
C14771,CCCCCC1OC1C\C=C/C\C=C/C\C=C/CCCC(O)=O
C14772,CCCCC\C=C/C\C=C/C\C=C/CC(O)C(O)CCCC(O)=O
C14773,CCCCC\C=C/C\C=C/CC(O)C(O)C\C=C/CCCC(O)=O
C14774,CCCCC\C=C/CC(O)C(O)C\C=C/C\C=C/CCCC(O)=O
C14775,CCCCCC(O)C(O)C\C=C/C\C=C/C\C=C/CCCC(O)=O
C14776,CCCCC\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CCCC(O)=O
C14777,CCCCC\C=C/C[C@H](O)\C=C\C=C/C\C=C/CCCC(O)=O
C14778,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\[C@@H](CCCC)O)O
C14779,CCCCC\C=C/C\C=C/C[C@H](O)\C=C\C=C/CCCC(O)=O
C14780,CCCCC\C=C/C=C/[C@H](O)C\C=C/C\C=C/CCCC(O)=O
C14781,CCCCC[C@H](O)\C=C\C1OC1C\C=C/C\C=C/CCCC(O)=O
C14782,CCCCC[C@H](O)\C=C\C(O)C(O)C\C=C/C\C=C/CCCC(O)=O
C14783,O=C1C=Cc2ccccc2C1=O
C14784,OC1C(O)c2ccccc2C2OC12
C14785,Oc1ccc(O)c2ccccc12
C14786,O1[C@H]2C=Cc3ccccc3[C@@H]12
C14787,O1[C@@H]2C=Cc3ccccc3[C@H]12
C14788,O=Nc1cccc2ccccc12
C14789,ONc1cccc2ccccc12
C14790,Nc1cccc2ccccc12
C14791,N[C@@H](CCC(=O)N[C@@H](CS[C@@H]1C=Cc2ccccc2[C@H]1O)C(=O)NCC(O)=O)C(O)=O
C14792,N[C@@H](CCC(=O)N[C@@H](CS[C@H]1C=Cc2ccccc2[C@@H]1O)C(=O)NCC(O)=O)C(O)=O
C14793,N[C@@H](CCC(=O)N[C@@H](CS[C@H]1[C@H](O)C=Cc2ccccc12)C(=O)NCC(O)=O)C(O)=O
C14794,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@H]1C\C=C/CC(O)=O
C14795,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@H]1CCCCC(O)=O
C14796,CC(=O)N[C@@H](CS[C@@H]1C=Cc2ccccc2[C@H]1O)C(O)=O
C14797,CC(=O)N[C@@H](CS[C@H]1[C@H](O)C=Cc2ccccc12)C(O)=O
C14798,CC(=O)N[C@@H](CS[C@H]1C=Cc2ccccc2[C@@H]1O)C(O)=O
C14799,O[C@@H]1C=Cc2ccccc2[C@H]1SCC(=O)C(O)=O
C14800,[O-][N+](=O)c1cccc2C3OC3C=Cc12
C14801,OC1C=Cc2c(cccc2[N+]([O-])=O)C1O
C14802,[O-][N+](=O)c1cccc2C=CC3OC3c12
C14803,N[C@@H](CCC(=O)N[C@@H](CSC1C(O)C=Cc2cccc(c12)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O
C14804,N[C@@H](CCC(=O)N[C@@H](CSC1C=Cc2cccc(c2C1O)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O
C14805,N[C@@H](CCC(=O)N[C@@H](CSC1C=Cc2c(cccc2[N+]([O-])=O)C1O)C(=O)NCC(O)=O)C(O)=O
C14806,N[C@@H](CCC(=O)N[C@@H](CSC1C(O)C=Cc2c1cccc2[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O
C14807,CCCCC\C=C/CC(=O)\C=C\C=C/C\C=C/CCCC(O)=O
C14808,[H][C@@]1(C\C=C/CCCCC)O[C@@]1([H])\C=C\C(O)C\C=C/CCCC(O)=O
C14809,CCCCC\C=C/C[C@H](O)[C@H](O)\C=C\C(O)C\C=C/CCCC(O)=O
C14810,C(\C([C@H]1[C@H](C/C=C\CCCCC)O1)O)=C\C/C=C\CCCC(=O)O
C14811,CCCCC\C=C/C[C@@H](O)[C@H](O)C(O)\C=C/C\C=C/CCCC(O)=O
C14812,CCCCC\C=C/C[C@@H](OO)\C=C\C=C/C\C=C/CCCC(O)=O
C14813,CCCCCC1OC1\C=C\C(O)C\C=C/C\C=C/CCCC(O)=O
C14814,O=C(CCC/C=C\C/C=C\CC(/C=C/C(C(CCCCC)O)O)O)O
C14815,CCCCC[C@H](O)\C=C\C=C/C=C/C=C/[C@@H]1O[C@H]1CCCC(O)=O
C14816,CC[C@@H]([C@H](C)OC(=O)CCCOP(O)(O)=O)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@@H]3CO[C@](Cn4cncn4)(C3)c3ccc(F)cc3F)cc2)c1=O
C14817,C[C@@H](c1nc(cs1)-c1ccc(cc1)C#N)[C@@](Cn1cncn1)(OCOP(O)(O)=O)c1ccc(F)cc1F
C14818,[Fe++]
C14819,[Fe+3]
C14820,CCCCC\C=C/C=C/[C@@H](C\C=C/C\C=C/CCCC(O)=O)OO
C14821,CCCCC\C=C/C\C=C/C[C@H](OO)\C=C\C=C/CCCC(O)=O
C14822,CCCCC\C=C/C[C@@H](O)\C=C\C=C/C\C=C/CCCC(O)=O
C14823,CCCCC\C=C/C\C=C/C=C/[C@H](C\C=C/CCCC(O)=O)OO
C14824,CCCCC\C=C/C\C=C/C=C/[C@H](O)C\C=C/CCCC(O)=O
C14825,CCCCC\C=C/C[C@@H]1O[C@@H]1CCCCCCCC(O)=O
C14826,CCCCC[C@@H]1O[C@@H]1C\C=C/CCCCCCCC(O)=O
C14827,CCCCC\C=C/C=C/[C@H](CCCCCCCC(O)=O)OO
C14828,CCCCC\C=C/CC(O)C(O)CCCCCCCC(O)=O
C14829,CCCCCC(O)C(O)C\C=C/CCCCCCCC(O)=O
C14830,C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c2nc(N)[nH]c3=O)[C@@H](O)[C@H](O)C1=O
C14831,CCCCC\C=C/C\C=C/[C@@H](CCCCCCC(O)=O)OO
C14832,CCCCC[C@@H]1O[C@@H]1\C=C\[C@@H](O)CCCCCCCC(O)=O
C14833,CCCCC[C@H](O)[C@@H](O)\C=C\[C@@H](O)CCCCCCCC(O)=O
C14834,CCCCCC(O)\C=C\C1OC1CCCCCCCC(O)=O
C14835,C(C(CCCCCCCC(O)=O)O)(/C=C/C(CCCCC)O)O
C14836,CCCCCC1OC1CC1OC1CCCCCCCC(O)=O
C14837,CCCCCC1OC1CC(O)C(O)CCCCCCCC(O)=O
C14838,Clc1ccc(cc1)-n1nc-2c(CCS(=O)c3ccccc-23)cc1=O
C14839,BrC1=CC2OC2C=C1
C14840,BrC1=CC=CC2OC12
C14841,C1=CC=CC(=C1Br)O
C14842,OC1C=CC=C(Br)C1O
C14843,Oc1ccc(Br)cc1O
C14844,OC1C=CC(Br)=CC1O
C14845,OC1=CC=C(Br)C2OC12
C14846,BrC1=CC(=O)C(=O)C=C1
C14847,N[C@@H](CCC(=O)N[C@@H](CSC1C=CC(Br)=CC1O)C(=O)NCC(O)=O)C(O)=O
C14848,N[C@@H](CCC(=O)N[C@@H](CSC1C(O)C=CC=C1Br)C(=O)NCC(O)=O)C(O)=O
C14849,O1C2C=Cc3cc4ccc5cccc6ccc(c3C12)c4c56
C14850,O1C2C=Cc3c(cc4ccc5cccc6ccc3c4c56)C12
C14851,O1C2C1c1cc3ccccc3c3ccc4cccc2c4c13
C14852,OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O
C14853,OC1C(O)c2cc3ccc4cccc5ccc(c2C2OC12)c3c45
C14854,Oc1ccc2cc3C4OC4c4cccc5ccc(c2c1)c3c45
C14855,N[C@@H](CCC(=O)N[C@@H](CSC1C(O)c2cccc3ccc4c5ccccc5cc1c4c23)C(=O)NCC(O)=O)C(O)=O
C14856,N[C@@H](CCC(=O)N[C@@H](CSC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O)C(=O)NCC(O)=O)C(O)=O
C14857,ClC1(Cl)CO1
C14858,ClC(Cl)C=O
C14859,ClCC(Cl)=O
C14860,OC(O)C(Cl)Cl
C14861,N[C@@H](CCC(=O)N[C@@H](CSC(O)C(Cl)Cl)C(=O)NCC(O)=O)C(O)=O
C14862,N[C@@H](CCC(=O)N[C@@H](CSCC(O)=O)C(=O)NCC(O)=O)C(O)=O
C14863,N[C@@H](CCC(=O)N[C@@H](CSCC(=O)SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
C14864,N[C@@H](CCC(=O)N[C@@H](CSC(=O)CCl)C(=O)NCC(O)=O)C(O)=O
C14865,N[C@@H](CCC(=O)N[C@@H](CSCC(Cl)=O)C(=O)NCC(O)=O)C(O)=O
C14866,[H]C(=O)C(Cl)(Cl)Cl
C14867,ClC(Cl)C(Cl)=O
C14868,N[C@@H](CCC(=O)N[C@@H](CS\C(Cl)=C/Cl)C(=O)NCC(O)=O)C(O)=O
C14869,O[C@@H]1[C@@H](O)[C@H](OCC(Cl)(Cl)Cl)O[C@@H]([C@H]1O)C(O)=O
C14870,BrCC=O
C14871,N[C@@H](CCC(=O)N[C@@H](CSCC=O)C(=O)NCC(O)=O)C(O)=O
C14872,OC(=O)CSCC(O)=O
C14873,OC(=O)CS(=O)CC(O)=O
C14874,N[C@@H](CCC(=O)N[C@@H](C[S+]1CC1)C(=O)NCC(O)=O)C(O)=O
C14875,N[C@@H](CCC(=O)N[C@@H](CSCCO)C(=O)NCC(O)=O)C(O)=O
C14876,CC(=O)N[C@@H](CSCCO)C(O)=O
C14877,CC(=O)N[C@@H](CSCCn1cnc2nc(N)[nH]c(=O)c12)C(O)=O
C14878,C[C@H]1C[C@H]2[C@@H]3CC[C@](C)(O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@H]12
C14879,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(CC[C@]4(C)[C@H]3CC[C@]12C)=C1C=CC=C1
C14880,CC(=O)[C@@]12OC(C)(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C)c1ccco1
C14881,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@H]34)[C@@H]1CC[C@@]21CCC(=O)O1
C14882,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)C[C@@H]1O
C14883,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
C14884,CCOC(=O)[C@@H]1CC[C@@H]2N(CCc3cc(OC)ccc23)C1
C14885,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1=O
C14886,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@H](F)C2=O
C14887,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](O)C[C@]12C
C14888,CC[C@H](c1ccc2cc(O)ccc2c1)C(C)(C)C(O)=O
C14889,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@@H](F)C[C@]4(C)[C@H]3CC[C@]12C
C14890,C[C@@H]1C[C@H]2[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12
C14891,C[C@]1(O)CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C14892,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)CC=C
C14893,Clc1ccc(cc1)C(\C#N)=C(\c1ccccc1)c1ccccn1
C14894,COc1ccc(\C=C\C(=O)c2c(O)cc(OC)c(O)c2OC)cc1
C14895,COc1cc(OC)c(\C=C\C(=O)c2c(O)c(OC)c(OC)c(OC)c2OC)c(OC)c1OC
C14896,COc1ccc2CC(CCc2c1)c1cccc(=O)n1C
C14897,COc1ccc2C=C(CCc2c1)c1ccc(O)cc1
C14898,Oc1ccc(cc1)C1CCC2=CC(=O)CCC2C1
C14899,O[C@@H](COP(O)(O)=O)[C@@H](O)C(=O)[C@H](O)C(O)=O
C14900,COc1ccc2CC(CCc2c1)c1cccc(=O)[nH]1
C14901,Cn1c(cccc1=O)C1CCc2cc(O)ccc2C1
C14902,Oc1ccc2CC(CCc2c1)c1cccc(=O)[nH]1
C14903,Oc1ccc(cc1)\C=C(/C#N)c1ccc(O)cc1
C14904,COc1ccc(cc1)C(=C\c1cccnc1)\C#N
C14905,OCC(c1ccc(Cl)cc1)c1ccccc1Cl
C14906,CC1=CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)C1
C14907,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](O)CC1=CC(=O)C=C[C@]31C
C14908,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1=O
C14909,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1(O)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
C14910,C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C(F)(F)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C14911,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)OC[C@]34C)[C@@H]1CC[C@@H]2O
C14912,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CCC(=O)O2
C14913,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4OC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
C14914,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](Cl)CC[C@]34C)[C@@H]1CC[C@@H]2N(CCCl)CCCl
C14915,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(CC[C@]34C)=C3C=CC=C3)[C@@H]1CC[C@@H]2O
C14916,CCC1(NC(=O)NC1=O)c1ccccc1
C14917,C[C@]12CC(=O)[C@@]3(SC#N)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O
C14918,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(Br)C(=O)C[C@]2(C)[C@H]1C(C)=O
C14919,COC[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@H]23)CC1=O
C14920,CC(=O)Nc1ccc2c(c1)oc(=O)c1ccccc21
C14921,CC(=O)CC(=O)N(Cc1ccccc1)c1ccccc1
C14922,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@H](C[C@@H](O)[C@H]3[C@H]12)C(C)=O
C14923,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C[C@](O)(CCl)[C@]12C
C14924,CC(=O)OCC(=O)[C@H]1CC[C@H]2C3=CC=C4C[C@H](CC[C@]4(C)C3=CC[C@]12C)OC(C)=O
C14925,CC1=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCC2=CC1=O
C14926,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(CN5CCOCC5)cc34)[C@@H]1CCC2=O
C14927,CS(=O)(=O)Nc1ccc2oc(=O)c3ccccc3c2c1
C14928,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC\C4=N/CCCN4CCCC4)[C@@H]3CC=C2C1
C14929,CO[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1O
C14930,COC1=CC2=CC(=O)[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1
C14931,CCCC[C@]1(O)C[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@]2(C)[C@H]1O
C14932,C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@H]4CCCC[C@]34C)[C@@H]1CCC2=O
C14933,CCC[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC=CC[C@]4(C)[C@H]3CC[C@]12C
C14934,CCC[C@]1(O)C[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@]2(C)[C@H]1O
C14935,CCC(C(C(C)=O)c1ccc(O)cc1)c1cccc(c1)C(O)=O
C14936,COc1ccc(cc1)C(\C#N)=C\c1cccc(Cl)c1
C14937,CN(C)[C@@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]12O
C14938,CCN(Cc1ccc(Cl)cc1)c1ccccn1
C14939,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)CCC(=O)C=C12
C14940,COc1c(OC)c(OC)c2C(=O)CC(Oc2c1OC)c1ccc(O)cc1
C14941,None
C14942,COc1cc(OC)c(cc1OC)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1
C14943,COc1ccc(OC)c(c1)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1
C14944,COc1cc(OC)cc(c1)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1
C14945,COC1=CCC2=C(CC[C@H]3[C@@H]4C[C@](C)(O)[C@H](O)[C@@]4(C)CC[C@H]23)C1
C14946,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1[C@@H](O)CC(=O)O2
C14947,CCC[C@@]1(CC[C@H]2[C@@H]3CCc4cc(OC(C)=O)ccc4[C@H]3CC[C@]12C)OC(C)=O
C14948,CCOc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1
C14949,Clc1cccc(Cl)c1\C=N\c1ccc2c(c1)oc(=O)c1ccccc21
C14950,Clc1ccc(\C=N\c2ccc3c(c2)oc(=O)c2ccccc32)c(Cl)c1
C14951,Clc1ccccc1\C=N\c1ccc2c(c1)oc(=O)c1ccccc21
C14952,Nc1ccc2c(c1)oc(=O)c1ccccc21
C14953,COc1cc(cc(OC)c1OC)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1
C14954,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@]4(C)O)[C@@H]3C=CC2=C1
C14955,CC(=O)Oc1ccc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2c1)SC(C)=O
C14956,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@H]23)C[C@@H]1O
C14957,CC(=O)O[C@H]1CCC2=C3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3C[C@@H](Cl)[C@]2(C)C1
C14958,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCCN2
C14959,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC=C2
C14960,C[C@]12CC[C@H]3[C@@H](CC[C@@]4(S)C[C@H](O)C[C@H](S)[C@]34C)[C@@H]1CC[C@@H]2O
C14961,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@@H]1C[C@H](CO)C2=O
C14962,CC[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
C14963,COc1c(OC)c(OC)c2c(oc(cc2=O)-c2ccc(OC(C)=O)cc2)c1OC
C14964,C[C@H]1[C@@H](O)[C@H]2[C@@H](CCC3=CC(=O)CC[C@]23C)[C@@H]2CC[C@H](C(C)=O)[C@@]12C
C14965,CS(=O)(=O)Nc1ccc2c(c1)oc(=O)c1ccccc21
