KEGGid,SMILES_by_ChEBI
C12227,COc1ccc2c(c[n+](C)c3c4cc5OCOc5cc4ccc23)c1OC
C12228,COc1cc(OC)c2c(c[n+](C)c3c4cc(OC)c(OC)cc4ccc23)c1OC
C12229,COc1cc(OC)c2c(c[n+](C)c3c4cc5OCOc5cc4ccc23)c1OC
C12230,COc1cc2ccc3c4c(OC)cc5OCOc5c4c[n+](C)c3c2cc1OC
C12231,COc1cc2CCNCc2c(O)c1OC
C12232,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c3c(C1)ccc2O
C12233,COc1ccc2CN(C)CC[C@@]34CC[C@H](O)C[C@@H]3Oc1c24
C12234,COc1ccc2CNCC[C@@]34CC[C@@H](O)C[C@@H]3Oc1c24
C12235,COc1cc2CN3CCc4cccc(c34)-c2cc1OC
C12236,COc1cc2c3cccc4CCn(c34)c(=O)c2cc1OC
C12237,COc1cc2CN3CCC4=C[C@H](OC(C)=O)[C@@H](O)[C@H]([C@H]34)c2cc1O
C12238,CO[C@H]1CC2N3CC[C@@]2(C=C1)c1cc(OC)c(OC)cc1C3O
C12239,COc1cc2C(=O)O[C@@H]3[C@@H](O)C=C4CCN(C)[C@H]4[C@@H]3c2cc1O
C12240,COc1cc2C(=O)O[C@@H]3[C@@H](OC(C)=O)C=C4CCN(C)[C@H]4[C@@H]3c2cc1OC(=O)CC(C)O
C12241,CO[C@H]1O[C@@H]2CC=C3CCN(C)[C@H]3[C@@H]2c2cc(OC)c(OC)cc12
C12242,[H][C@]12[C@@H](O)Cc3cc4OCOc4cc3[C@@]1([H])N(C)Cc1c3OCOc3ccc21
C12243,C1CN2Cc3cc4OCOc4cc3C3CCC[C@H]1[C@H]23
C12244,NCCC=C
C12245,COC(=O)c1nnc(NCCC=C)o1
C12246,C[C@H]1\C=C\C=C(C)/C(=O)NC2=CC(=O)c3c(cc(C)c(O)c3C(=O)\C(C)=C\[C@H](CO)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O)C2=O
C12247,C[C@H]1\C=C\C=C(C)/C(=O)NC2=CC(=O)c3c(C2=O)c(O)c(C)c(O)c3C(=O)\C(C)=C\[C@H](CO)[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O
C12248,NC(=O)NC1=NC(=O)NC1(O)C(O)=O
C12249,C1(=C(C(C2=C(C=C(C=C2O1)O)O)=O)O[C@H]3[C@H](O)[C@H]([C@@H]([C@@H](CO)O3)O)O)C=4C=CC(O)=CC4
C12250,O=c1n2CCc3cccc(c23)c2cc3OCOc3cc12
C12251,COc1cccc(I)c1O
C12252,COc1cc(Br)c(cc1O)C(=O)N(C)CCc1ccc(O)cc1
C12253,O[C@@H]1C[C@@H]2Oc3c4c(CNCC[C@@]24C=C1)ccc3O
C12254,CO[C@@H]1C[C@@H]2N(C)C(=O)[C@H]3N(CCc4ccc(O)cc4)C(=O)c4cc5OCOc5cc4[C@@]23C=C1
C12255,O[C@@H]1[C@@H](O)[C@H](O)[C@H]2[C@@H](NC(=O)c3cc4OCOc4cc23)[C@@H]1O
C12256,O[C@@H]1C[C@H](O)[C@H]2[C@@H](NC(=O)c3cc4OCOc4cc23)[C@@H]1O
C12257,COc1ccc2[C@H]3[C@@H](O)Cc4cc5OCOc5cc4[C@H]3N(C)Cc2c1OC
C12258,COc1ccc2c(C(=O)O[C@]22C=Cc3cc4OCOc4cc3C2=O)c1OC
C12259,COc1ccc(cc1OC)[C@]12CCN(C)[C@H]1c1cccnc1CC2
C12260,CNCC[C@@]1(CCc2ncccc2C1)c1ccc(OC)c(OC)c1
C12261,CC(C)(C)[Si](C)(C)O[C@@H]1CC(=O)[C@H]2OC(C)(C)O[C@@H]12
C12262,COC(=O)N(C)CC[C@@]1(CCC(=O)C=C1)c1ccc(OC)c(OC)c1
C12263,COc1ccc(\C=C\OCC=C)cc1OC
C12264,CO\C=C\c1cc2OCOc2cc1C(O)=O
C12265,CCC(C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)CC([*])OC1=O)C(C)C
C12266,NC(=O)CC[C@@H]1NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)CC([*])NC(=O)[C@H](CO)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H]2CCCN2C1=O
C12267,CC(O)[C@@H]1NC(=O)[C@@H](CO)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)CC([*])NC1=O
C12268,None
C12269,CN[C@H](CC(O)=O)C(O)=O
C12270,CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O
C12271,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCc1ccc(O)c(O)c1
C12272,C=1(C=CC(=CC1O)CCNC(CCCCCCC/C=C\CCCCCCCC)=O)O
C12276,[C@@H](C(CO)(C)C)(C(NCCC([O-])=O)=O)O.[Ca+2].[C@@H](C(CO)(C)C)(C(NCCC([O-])=O)=O)O
C12277,[OH-].[OH-].[Ca++]
C12278,[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
C12280,CCCCCCC(C\C=C/CCCCCCCC(=O)OC)OC(C)=O
C12282,None
C12283,None
C12284,[Na+].O=C1[N-]S(=O)(=O)c2ccccc12
C12285,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
C12286,CC(=O)\C=C\C1C(C)=CCCC1(C)C
C12287,CC(=O)\C=C\C1=C(C)CCCC1(C)C
C12288,CCCCC\C(C=O)=C\c1ccccc1
C12289,CC(C)CCOC(=O)CC(C)C
C12290,CCOC(CC(C)C)=O
C12292,CCCCCCCC(=O)OCC
C12293,[H]C(=O)OCCC(C)C
C12294,[H]C(=O)OC\C=C(/C)CCC=C(C)C
C12295,CC(CCOC=O)CCC=C(C)C
C12296,CC(C)CCOC(C)=O
C12297,CC(=O)OC1CCCCC1
C12298,CC(CCOC(C)=O)CCC=C(C)C
C12299,CC(=O)OCC=Cc1ccccc1
C12300,CC(=O)OC(C)(C)C1CCC(C)=CC1
C12301,CC(=C)C1CCC(C)(CC1)OC(C)=O
C12302,CC(=O)OC1(C)CCC(CC1)=C(C)C
C12303,CC(=O)OCCc1ccccc1
C12304,CCCCOC(C)=O
C12305,COC(=O)c1ccccc1O
C12306,C=CCOC(=O)CCC1CCCCC1
C12307,[H]C(=O)CCCCCCCCC
C12308,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)CCC[C@@]21COC3=O
C12309,CC(O[*])c1cccc2nc3c(cc4N5c6cccc(C(O)=O)c6Nc6cccc(C(C)c4c3nc12)c56)C(O)=O
C12310,CC(OC(=O)c1c(C)cccc1O)c1cccc2nc3c(cc4N5c6cccc(C(O)=O)c6Nc6cccc(C(C)c4c3nc12)c56)C(O)=O
C12311,CC(OC(=O)c1c(C)cccc1O)c1cccc2nc3c(cccc3nc12)C(O)=O
C12312,O=C1Cc2ccccc2N1
C12313,O[C@H]1CCCC[C@H]1O
C12314,OC1CCCCOC1=O
C12316,O[C@@H]1[C@@H](Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1
C12317,C[C@@H](O)[C@@H](N)C(O)=O
C12318,C[C@H]1O[C@@H](C[C@@H](N)C1=O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C12319,C[C@H]1O[C@@H](C[C@](C)(N)C1=O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C12320,C[C@@H]1O[C@@H](C[C@](C)(N)C1=O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C12321,C[C@@H]1O[C@@H](C[C@](C)(N)[C@H]1O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C12322,C[C@@H]1O[C@@H](C[C@](C)(N)[C@@H]1O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C12323,N[C@H](C(O)=O)c1ccc(O)cc1
C12324,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1cc(O)cc(O)c1
C12325,OC(=O)C(=O)c1cc(O)cc(O)c1
C12326,COc1cc2CCN3Cc4c(CC3c2cc1O)ccc(OC)c4O
C12327,CN1CCc2cc(O)c(O)cc2C1Cc1ccc(O)c(O)c1
C12328,COc1ccc(CC2N(C)CCc3cc(OC)c(O)cc23)cc1O
C12329,COc1ccc(CC2NCCc3cc(OC)c(O)cc23)cc1O
C12330,Oc1cc2CCN3Cc4c(CC3c2cc1O)ccc(O)c4O
C12331,Oc1cc2CC[n+]3cc4c(O)c(O)ccc4cc3-c2cc1O
C12332,CC[C@@H](C)C[C@@H](C)\C=C(C)\C=C\C=C\C(=O)c1c(O)c(c[nH]c1=O)-c1ccc(O)cc1
C12333,CC[C@@H](C)C[C@@H](C)\C=C(C)\C=C\C=C\C(=O)c1c(O)c(cn(O)c1=O)[C@@]1(O)CC[C@H](O)CC1
C12334,CC[C@@H](C)C[C@@H](C)\C=C(C)\C=C\C=C\C(O)=C1/C(=O)NC(C(O)c2ccc(O)cc2)C1=O
C12335,CC[C@@H](C)C[C@@H](C)\C=C(C)\C=C\C=C\C(O)=C1/C(=O)NC(Cc2ccc(O)cc2)C1=O
C12336,COc1cccc2c(c(C)cc(OC)c12)-c1ccc2C[C@@H](C)N[C@H](C)c2c1O
C12337,COc1cc(C)c(-c2ccc(O)c3[C@@H](C)N[C@H](C)Cc23)c2cccc(O)c12
C12338,COc1cc(C)cc2c(ccc(O)c12)-c1c(O)cc(O)c2[C@@H](C)N[C@H](C)Cc12
C12339,COc1cc(CO)c(-c2ccc3C[C@@H](C)N[C@H](C)c3c2O)c2cccc(O)c12
C12340,COc1cc2C[C@H](C)N(C)[C@H](C)c2c(OC)c1-c1c(C)cc2cccc(OC)c2c1O
C12341,COc1cc(C)cc2ccc(c(O)c12)-c1ccc2[C@@H](O)[C@@H](C)N[C@H](C)c2c1O
C12342,COc1cc2C[C@H](C)N(C)[C@H](C)c2c(OC)c1-c1ccc(OC)c2c(OC)cc(C)cc12
C12343,C[C@@H]1CC(=O)c2c(O)cccc2[C@@H]1O
C12344,Cc1cc(O)c2c(O)cccc2c1
C12345,Cc1cc2cc(O)cc(O)c2c(C)n1
C12346,Cc1cc2cccc(O)c2c(C)n1
C12347,O[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
C12348,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12349,CCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12350,CCCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12351,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12352,CCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12353,CCCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12354,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12355,CCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12356,CCCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12357,CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12358,CCC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12359,CCCC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12360,CC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12361,CCC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12362,CCCC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12363,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12364,CCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12365,CCCC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12366,CC(=O)c1c(O)c2C(=O)c3c(O)cc(O)cc3Cc2cc1\C=C(\O)CC(O)=O
C12367,Cc1c(C(O)=O)c(O)cc2cc3Cc4cc(O)cc(O)c4C(=O)c3c(O)c12
C12368,Cc1c(C(O)=O)c(O)cc2cc3C(=O)c4cc(O)cc(O)c4C(=O)c3c(O)c12
C12369,COc1cc(O)c2C(=O)c3c(O)c4c(C)c(C(O)=O)c(O)cc4cc3C(=O)c2c1
C12370,None
C12371,COC(=O)c1c(OC)cc2cc3C(=O)c4cc(OC)cc(O)c4C(=O)c3c(O)c2c1C
C12372,CC1(O)CC(O)Cc2cc3C(=O)c4cc(O)cc(O)c4C(=O)c3c(O)c12
C12373,COC(=O)c1c(O)cc2cc3Cc4cc(O)cc(O)c4C(=O)c3c(O)c2c1C
C12374,Cc1cc(O)cc2cc3Cc4cc(O)cc(O)c4C(=O)c3c(O)c12
C12375,COC(=O)c1c(O)cc2cc3C(=O)c4cc(O)cc(O)c4C(=O)c3c(O)c2c1C
C12376,Cc1cc(O)cc2cc3C(=O)c4cc(O)cc(O)c4C(=O)c3c(O)c12
C12377,COc1cc(O)c2C(=O)c3c(O)c4c(C)cc(O)cc4cc3C(=O)c2c1
C12378,COC(=O)c1c(O)cc2cc3C(=O)c4cc(OC)cc(O)c4C(=O)c3c(O)c2c1C
C12379,COC(=O)c1c(O)cc2cc3C(=O)[C@@]4(O)[C@H](O)C(OC)=CC(=O)[C@@]4(O)C(=O)c3c(O)c2c1C
C12380,COC(=O)c1c(OC)cc2cc3C(=O)[C@@]4(O)C(=O)C(OC)=CC(=O)[C@@]4(OC)C(=O)c3c(O)c2c1C
C12381,CO[C@H]1[C@H](C)O[C@@H](Oc2cc3cc4C(=O)[C@@]5(O)[C@H](O)C(OC)=CC(=O)[C@@]5(OC)C(=O)c4c(O)c3c(C)c2C(=O)OC)[C@H](OC)[C@@H]1OC
C12382,CC(=O)C1=C(O)[C@@H](O)[C@@H]2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]2(O)C1=O
C12383,CO[C@H]1[C@@H]2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]2(O)C(=O)C(C(C)=O)=C1O
C12384,CO[C@H]1[C@@H]2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]2(O[C@H]2C[C@@H](O)[C@H](O)[C@@H](C)O2)C(=O)C(C(C)=O)=C1O
C12385,CO[C@H]1[C@@H]2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]2(O[C@H]2C[C@@H](O[C@H]3C[C@@H](O)[C@@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)C(=O)C(C(C)=O)=C1O
C12386,CO[C@H]1[C@@H]2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]2(O[C@H]2C[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@](C)(O)[C@H](O)[C@@H](C)O4)[C@@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)C(=O)C(C(C)=O)=C1O
C12387,CO[C@H]1[C@@H]2Cc3cc4cc(O)c(C)c(O)c4c(O)c3C(=O)[C@]2(O[C@H]2C[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@](C)(O)[C@H](O)[C@@H](C)O4)[C@@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)C(=O)C(C(C)=O)=C1O
C12388,CO[C@H]1[C@@H]2Cc3cc4cc(O[C@H]5C[C@@H](O[C@H]6C[C@@H](O)[C@H](O)[C@@H](C)O6)[C@H](O)[C@@H](C)O5)c(C)c(O)c4c(O)c3C(=O)[C@]2(O[C@H]2C[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@](C)(O)[C@H](O)[C@@H](C)O4)[C@@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)C(=O)C(C(C)=O)=C1O
C12389,[H][C@]1(Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)[C@H](OC)C(=O)[C@@H](O)[C@@H](C)O
C12390,Cc1cc(O)c2c3C(=O)c4cccc(O)c4C(=O)c3c(O)cc2c1
C12391,Cc1cc(O)c2c(c1)c(=O)c1c2c(=O)c2cccc(O)c2c1=O
C12392,Cc1cc2C(N)C3=C(c2c(O)c1)C(=O)c1cccc(O)c1C3=O
C12393,Cc1cc(O)c2c3c(C(=O)c4c(O)cccc4C3=O)[c-]([N+]#N)c2c1
C12394,CC(=O)O[C@@H]1[C@@H](O)c2c([C@@H](OC(C)=O)[C@@]1(C)O)c(=[N+]=[N-])c1c2c(=O)c2cccc(O)c2c1=O
C12395,C1=CC(=C2C(=C1)C(C3=C(C2=O)N4C(C5=C3C(=CC(=C5)C)O)(OC([C@@]4([C@H](CC)C)[H])=O)[H])=O)O[C@@H]6O[C@H]([C@@H]([C@@H](C6)O)O)C
C12396,C[C@]1(O)CC(=O)c2c(C1)ccc1C(=O)c3c(O)cccc3C(=O)c21
C12397,Cc1cc(O)c2c3C(=O)c4cccc(O)c4C(=O)c3ccc2c1
C12398,COc1cccc2C(=O)c3c(ccc4cc(C)cc(O)c34)C(=O)c12
C12399,OCc1cc(O)c2c3C(=O)c4cccc(O)c4C(=O)c3ccc2c1
C12400,COc1cccc2C(=O)c3c(ccc4cc(CO)cc(O)c34)C(=O)c12
C12401,COc1cccc2C(=O)C3=C([C@@H](O)[C@H](O)c4cc(CO)cc(O)c34)C(=O)c12
C12402,C[C@]1(O)CC(=O)c2c(C1)cc(O)c1C(=O)c3c(O)cccc3C(=O)c21
C12403,C[C@H]1O[C@H](C[C@@H](O)[C@@H]1O)c1ccc2C(=O)c3c(C(=O)c2c1O)c(O)cc1C[C@@](C)(O)CC(=O)c31
C12404,C[C@H]1O[C@H](C[C@@H](O)[C@@H]1O)c1ccc2C(=O)c3c(ccc4C[C@@](C)(O)CC(=O)c34)C(=O)c2c1O
C12405,C[C@@H]1O[C@H](CC[C@@H]1O)O[C@@H]1C[C@@H](O[C@H](C)[C@H]1O)c1ccc2C(=O)c3c(ccc4C[C@@](C)(O)CC(=O)c34)C(=O)c2c1O
C12406,C[C@@H]1O[C@H](CC[C@@H]1O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1)O[C@@H]1C[C@@H](O[C@H](C)[C@H]1O)c1ccc2C(=O)c3c(ccc4C[C@@](C)(O)CC(=O)c34)C(=O)c2c1O
C12407,C[C@H]1O[C@H](C[C@@H](O)[C@@H]1O)c1ccc2C(=O)c3c(cc(O)c4C[C@@](C)(O)CC(=O)c34)C(=O)c2c1O
C12408,C[C@@H]1O[C@H](CC[C@@H]1O)O[C@]12C(=O)C[C@](C)(O)C[C@@]1(O)C=CC1=C2C(=O)c2ccc([C@H]3C[C@@H](O)[C@H](O)[C@@H](C)O3)c(O)c2C1=O
C12409,C[C@@H]1O[C@H](CC[C@@H]1O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1)O[C@@H]1C[C@@H](O[C@H](C)[C@H]1O)c1ccc2C(=O)c3c(cc(O)c4C[C@@](C)(O)CC(=O)c34)C(=O)c2c1O
C12410,C[C@H]1O[C@H](C[C@@H](O)[C@@H]1O)c1ccc2C(=O)C3=C([C@H](O)C[C@]4(O)C[C@@](C)(O)CC(=O)[C@]34O)C(=O)c2c1O
C12411,C[C@@H]1O[C@H](CC[C@@H]1O)O[C@]12C(=O)C[C@](C)(O)C[C@@]1(O)C[C@@H](O)C1=C2C(=O)c2ccc([C@H]3C[C@@H](O[C@H]4CC[C@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](C)O4)[C@H](O)[C@@H](C)O3)c(O)c2C1=O
C12412,C[C@H]1O[C@H](C[C@@H](O)[C@@H]1O)c1ccc2C(=O)C3=C(C=C[C@]4(O)C[C@@](C)(O)CC(=O)[C@]34O)C(=O)c2c1O
C12413,C[C@@H]1O[C@H](CC[C@@H]1O)O[C@]12C(=O)C[C@](C)(O)C[C@@]1(O)C=CC1=C2C(=O)c2ccc([C@H]3C[C@@H](O[C@H]4CC[C@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](C)O4)[C@H](O)[C@@H](C)O3)c(O)c2C1=O
C12414,C[C@@H]1O[C@H](CC[C@@H]1O)O[C@@H]1C[C@@H](O[C@H](C)[C@H]1O)c1ccc2C(=O)C3=C(C=C[C@]4(O)C[C@@](C)(O)CC(=O)[C@]34O[C@H]3CC[C@H](O)[C@H](C)O3)C(=O)c2c1O
C12415,COC(=O)Cc1cc2C(=O)c3cccc(O)c3C(=O)c2c(O)c1C(=O)CC(C)=O
C12416,CC(=O)CC(=O)c1c(O)c2C(=O)c3c(O)cccc3C(=O)c2cc1CC(O)=O
C12417,COC(=O)C1c2cc3C(=O)c4cccc(O)c4C(=O)c3c(O)c2C(=O)C[C@@]1(C)O
C12418,C1=CC(=C2C(=C1)C(C=3C(C2=O)=C(C(=C(C3)CC(OC)=O)C(CC(O)C)=O)O)=O)O
C12419,COC(=O)[C@@H]1c2cc3C(=O)c4cccc(O)c4C(=O)c3c(O)c2[C@@H](O)C[C@@]1(C)O
C12420,CCC(=O)CC(=O)c1c(CC(O)=O)cc2Cc3cccc(O)c3C(=O)c2c1O
C12421,CCC(=O)CC(=O)c1c(O)c2C(=O)c3c(O)cccc3C(=O)c2cc1CC(O)=O
C12422,CCC(=O)CC(=O)c1c(O)c2C(=O)c3c(O)cccc3C(=O)c2cc1CC(=O)OC
C12423,CC[C@@]1(O)CC(=O)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3cc2[C@H]1C(=O)OC
C12424,CC[C@@]1(O)C[C@H](O)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3cc2[C@H]1C(=O)OC
C12425,CC[C@@]1(O)C[C@H](O)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3c(O)c2[C@H]1C(=O)OC
C12426,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3c(O)c2[C@H]1C(=O)OC
C12427,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3c(O)c2[C@H]1C(O)=O
C12428,C1(O)=C2C(C(C=3C(=CC=CC3O)C2=O)=O)=C(O)C4=C1C[C@](C[C@@H]4O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N)(CC)O
C12429,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1
C12430,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)O
C12431,C1(O)=C2C(C(C=3C(=CC=CC3O)C2=O)=O)=C(O)C4=C1C[C@](C[C@@H]4O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N)([C@@H](C)O)O
C12432,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4cccc(O)c4C(=O)c3c(O)c12)C(C)=O
C12433,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)[C@H](C)O
C12434,CC1=C2C(C[C@@H](CC(O)=O)O1)=Cc1cccc(O)c1C2=O
C12435,C[C@H]1O[C@H](CC(O)=O)CC2=C1C(=O)c1c(O)cccc1C2
C12436,C[C@H]1O[C@H](CC(O)=O)CC2=C1C(=O)c1c(O)cccc1C2=O
C12437,C12=C(C(C=3[C@@]4([C@](O[C@@H](C3C1=O)C)(CC(O4)=O)[H])[H])=O)C=CC(=C2O)[C@@]5(O[C@@H]([C@H]([C@@H](C5)N(C)C)O)C)[H]
C12439,Cc1cc(O)c2c(c1)C1OC(=O)[C@H]([*])N1C1=C2C(=O)c2cccc(O)c2C1=O
C12440,OC[C@@H]1CCN2CCC[C@@H]12
C12441,NC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12442,NC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)S[*]
C12443,C[C@@H]1O[C@@H](C[C@H](N)[C@@H]1O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C12444,C[C@H]1O[C@@H](C[C@](C)(O)[C@@H]1O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C12446,C[C@H]1O[C@@H](C[C@@H](O)[C@H]1O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C12447,C[C@@H]1O[C@@H](CC[C@@H]1O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
C12448,[H][C@]12CC[C@]([H])([C@H]([C@@H](O)C1)C(=O)OC)N2C
C12449,CN1C2CCC1[C@@H]([C@@H](O)C2)C(O)=O
C12450,CN1C2CCC1[C@@H]([C@@H](O)C2)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
