KEGGid,SMILES_by_ChEBI,SMILES_by_CAS
C15578,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[*])O[C@@H]2C(O)=O)O[C@H](CO)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,None
C15579,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc2ccc3C(=O)CC(Oc3c2)c2ccccc2)[C@H](O)[C@H](O)[C@H]1O,None
C15580,C12=C(C(=C(C(=C2C(C(=C(O1)C3=CC(=C(C(=C3*)*)*)*)O)=O)*)*)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)*,None
C15581,C1(=C(C(=C(C=2C(C(=C(OC12)C3=C(C(=C(C(=C3*)*)*)*)*)O[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)CO)=O)*)*)*)*,None
C15582,C1(=C(C(=C(C=2C(C(=C(OC12)C3=C(C(=C(C(=C3*)*)*)*)*)O[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6O[C@@H]([C@H]([C@@H]([C@H]6O)O)O)CO)O)O)CO)=O)*)*)*)*,None
C15583,CC(=O)Oc1ccccc1,None
C15584,C1(=C(C(=C(C(=C1*)*)*)*)*)O,None
C15585,None,None
C15586,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2cncnc12,None
C15587,c1ncc2[nH]cnc2n1,None
C15588,OCCO,None
C15589,O=C(\C=C\c1ccccc1)c1ccccc1,None
C15590,C(O*)C(O*)CO*,None
C15591,CC(=O)C1=C(O)C=C[C@@](C)(C1=O)c1c(O)c(C)c(O)c(C(C)=O)c1O,None
C15592,None,None
C15593,None,None
