KEGGid,SMILES_by_mol
C19079,C=C(C)C1CCC(C)(O)OC(=O)C1
C19080,*C1OC(CO)C(OP(=O)(O)OCC2OC(*)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2O)C1O
C19081,C=C(C)C1CCC2(C)OC2C1
C19082,C=C(C)C1CCC(C)(O)C(O)C1
C19083,C=C(C)C1CCC(C)(O)C(=O)C1
C19084,C=C(C)C1CCC(C)(O)OC(=O)C1
C19085,*C1OC(CO)C(OP(=O)(O)OCC2OC(*)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C1O
C19086,Cc1cccc(NC(=S)N(C)C)c1
C19087,CN(C)C(=O)Nc1ccc(Cl)cc1
C19088,CN(C)C(=O)Nc1ccc(Cl)cc1.O=C(O)C(Cl)(Cl)Cl
C19089,CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1
C19090,CN(C)C(=O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1
C19091,Oc1c(Cl)c(F)nc(F)c1Cl
C19092,CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1
C19093,CNC(=O)N(C)c1nnc(C(F)(F)F)s1
C19094,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C
C19095,CCSC(=O)N(CC)CC
C19096,C=C(Cl)CSC(=S)N(CC)CC
C19097,CCCSC(=O)N(CCC)CCC
C19098,CCNc1nc(NC(C)C)nc(OC)n1
C19099,CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1
C19100,CNc1nc(NC(C)C)nc(SC)n1
C19101,CCSc1nc(NC(C)C)nc(NC(C)C)n1
C19102,CCNc1nc(Cl)nc(NCC(=O)O)n1
C19103,CCN(CC)c1nc(Cl)nc(NC(C)C)n1
C19104,COCCCNc1nc(NC(C)C)nc(SC)n1
C19105,CC(C)Nc1nc(Cl)nc(NCC(=O)O)n1
C19106,CCNc1nc(NC(C)CC)nc(OC)n1
C19107,CSc1nnc(C(C)(C)C)c(=O)n1N=CC(C)C
C19108,Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br
C19109,CN(C)C(=O)NC1CCCCCCC1
C19110,CN(C)C(=O)NC1CCC2C3CCC(C3)C12
C19111,CN(C)C(=O)NC1CC2CC1C1CCCC21
C19112,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O
C19113,N#C[N-2].[Ca+2]
C19114,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
C19115,COC(=O)C(Cl)Cc1ccc(Cl)cc1
C19116,Cc1ccccc1Oc1cccnn1
C19117,N#CCON=C(C#N)c1ccccc1
C19118,COC(=S)SSC(=S)OC
C19119,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O
C19120,CCOC(=S)SSC(=S)OCC
C19121,CC(Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1)C(=O)O
C19122,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
C19123,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O
C19124,COc1ccc(C(=O)c2cccc(C)c2)cc1C
C19125,O=C1OC(=O)c2cccc3cccc1c23
C19126,O=C(O)C(=O)Nc1cnn(-c2ccccc2)c(=O)c1Br
C19127,CC(C)OC(=S)S
C19128,O=C(O)CC1(O)CC(=O)NNC1=O
C19129,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C
C19130,Clc1cc(Cl)cc(C2(CC(Cl)(Cl)Cl)CO2)c1
C19131,COCCO[Si](CCCl)(OCCOC)OCCOC
C19132,O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O
C19133,C=CC[N+]1(CCC(C)CCCC(C)C)CCCCC1
C19134,C#CCON=C1CC2CCC1(C)C2(C)C
C19135,CC(C)(C)C(O)C(=CC1CCCCC1)n1cncn1
C19136,NC(=S)Nc1cccc2ccccc12
C19137,NC(=S)NNCNNC(N)=S
C19138,Cc1cc(N(C)C)nc(Cl)n1
C19139,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12
C19140,CC(=N)NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1
C19141,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O
C19142,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1
C19143,CCCCOC(=O)CCC(=O)OCCCC
C19144,c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1
C19145,CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3
C19146,CCOCCOCCOC(C)Oc1ccc2c(c1)OCO2
C19147,CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2
C19148,CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1
C19149,O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
C19150,CCN(CC)C(=S)S
C19151,CC(OP(=O)(O)OCC(O)C(O)C(O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O
C19152,CC(OP(=O)(O)OCC(O)C(O)C(O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)NC(CCC(=O)O)C(=O)O
C19153,CC(OP(=O)(O)OCC(O)C(O)C(O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)O
C19154,O=c1nc2n(CC(O)C(O)C(O)CO)c3cc(O)ccc3cc-2c(=O)[nH]1
C19155,CC(OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O)C(=O)O
C19156,CC(OP(=O)(O)O)C(=O)O
C19157,[Th]
C19158,ClCOCCl
C19159,[Pu]
C19160,COCCl
C19161,[Cr+6]
C19162,[P]
C19164,ClCCSCCCl
C19165,ClC(Cl)c1ccccc1
C19166,ClC(Cl)(Cl)c1ccccc1
C19167,ClCc1ccccc1
C19168,O=C(Cl)c1ccccc1
C19169,Cc1cc(Cl)ccc1N
C19170,O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO
C19171,[Co]
C19173,C1=Cc2cc3cccc4ccc5ccc1c2c5c43
C19174,c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34
C19175,CN(C)C(=O)Cl
C19176,CNNC
C19177,COS(=O)(=O)OC
C19178,CCN(N=O)C(N)=O
C19180,Cn1c(N)nc2c3cccnc3ccc21
C19181,COS(C)(=O)=O
C19182,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr
C19184,C=CBr
C19185,C=CF
C19186,Nc1ccc2c(n1)[nH]c1ccccc12
C19187,Nc1ccc(N=Nc2ccccc2)cc1
C19188,Cc1cc(N=Nc2ccccc2C)ccc1N
C19189,Nc1nnc(-c2ccc([N+](=O)[O-])o2)s1
C19190,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2OC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)C(O)C(O)C2O)C(O)C(O)C1O
C19191,COc1ccccc1N
C19193,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1
C19194,[N-]=[N+]=CC(=O)OCC(N)C(=O)O
C19195,C1=Cc2c3ccc4ccccc4c3cc3cccc1c23
C19196,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12
C19197,c1ccc2c(c1)ccc1ccc3ccccc3c12
C19198,CCN(Cc1ccc(S(=O)(=O)O)cc1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(N(C)C)cc2)cc1.[Na+]
C19199,OCC(CO)(CBr)CBr
C19201,CC1CC(=O)O1
C19203,*OC1C(O)C(OC2C3COC2C(OS(=O)(=O)O*)C(*)O3)OC(CO)C1OS(=O)(=O)O*
C19204,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
C19205,O=C1OC(O)C(C(Cl)Cl)=C1Cl
C19206,CC(C)=CCl
C19207,Nc1ccc(Cl)cc1N
C19208,C=CC(=C)Cl
C19209,Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(N=Nc5c(O)ccc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c56)c(C)c4)cc3C)cc2)cc1.[Na+].[Na+]
C19210,Cl.N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1
C19211,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O
C19212,O=C(O)C(Cl)Br
C19213,COc1ccc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(OC)c2)cc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O.[NaH].[NaH].[NaH].[NaH]
C19214,COc1ccc(OC)c(N=Nc2c(O)ccc3ccccc23)c1
C19215,O=S(=O)([O-])[O-].[Co+2].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H]
C19216,COc1ccc(C)cc1N
C19217,CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1
C19218,COc1ccc(N)cc1N
C19219,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12
C19220,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12
C19221,c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12
C19222,c1ccc2c(c1)cc1ccc3c4ccccc4cc4ccc2c1c43
C19223,c1ccc2c(c1)cc1ccc3cc4ccccc4c4ccc2c1c34
C19224,OCC(Br)CBr
C19225,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
C19226,Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl
C19227,CCNNCC
C19228,c1cc(OCC2CO2)cc(OCC2CO2)c1
C19229,CCCc1ccc2c(c1)OCO2
C19230,CC(C)OS(=O)(=O)OC(C)C
C19231,COc1cc(-c2ccc(N)c(OC)c2)ccc1N
C19232,CN(C)C=Nc1nnc(C=Cc2ccc([N+](=O)[O-])o2)o1
C19233,CN(C)N
C19234,O=[N+]([O-])c1cccc2c1-c1cccc3c([N+](=O)[O-])ccc-2c13
C19235,O=[N+]([O-])c1ccc2c(c1)-c1ccc([N+](=O)[O-])c3cccc-2c13
C19236,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O
C19237,CCC1CO1
C19238,C=CC(=O)OCC
C19239,CCOS(C)(=O)=O
C19240,O=CNNc1nc(-c2ccc([N+](=O)[O-])o2)cs1
C19241,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O
C19242,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CCCCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O
C19243,CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC
C19244,Cc1cccn2c1nc1ccc(N)nc12
C19245,Nc1ccc2nc3ccccn3c2n1
C19246,O=CC1CO1
C19247,CNc1ccc(N(CCO)CCO)cc1[N+](=O)[O-]
C19248,ClC(Cl)(Cl)C(Cl)(Cl)Cl
C19249,CC=CC=CC=O
C19250,CN(C)P(=O)(N(C)C)N(C)C
C19251,c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45
C19252,Cc1cc(C(=C2C=CC(=N)C=C2)c2ccc(N)cc2)ccc1N.Cl
C19253,Cc1cc2c(nc1N)[nH]c1ccccc12
C19254,Cc1cc2ncccc2c2nc(N)n(C)c12
C19255,Cc1cnc2ccc3c(nc(N)n3C)c2n1
C19256,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
C19257,CC1CN1
C19258,CC(=O)OCN=[N+](C)[O-]
C19259,Cc1cc2ccccc2c2ccc3ccccc3c12
C19260,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N
C19261,Cc1ncc[nH]1
C19262,Cc1cnc[nH]1
C19263,CC(=O)CC(C)C
C19264,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O
C19265,Cc1cc(=O)[nH]c(=S)[nH]1
C19266,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
C19267,O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1
C19268,O=C1NCCN1c1ncc([N+](=O)[O-])s1
C19269,O=[N+]([O-])c1ccc2c3c(cccc13)CC2
C19270,COc1ccccc1[N+](=O)[O-]
C19271,O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12
C19272,O=C1NCCN1N=Cc1ccc([N+](=O)[O-])o1
C19273,CC(=O)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1
C19274,C[N+]([O-])(CCCl)CCCl
C19275,C[N+](=O)[O-]
C19276,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32
C19277,CCCCN(CCCC)N=O
C19278,O=NN(CCO)CCO
C19279,CCCN(CCC)N=O
C19280,CN(CCC#N)N=O
C19281,CCN(C)N=O
C19282,C=CN(C)N=O
C19283,O=NN1CCOCC1
C19284,O=NN1CCCCC1
C19285,O=NN1CCCC1
C19286,CN(CC(=O)O)N=O
C19287,Cc1ccccc1N=Nc1c(O)ccc2ccccc12
C19289,O=[N+]([O-])c1ccc(C=Cc2cnc(N(CO)CO)nn2)o1
C19290,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1
C19291,c1ccc(OCC2CO2)cc1
C19293,Cc1cc(C)c(N=Nc2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C.[Na+].[NaH]
C19294,Cc1ccc(N=Nc2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)c(C)c1.[Na+].[NaH]
C19295,[K+].[O-][Br+2]([O-])[O-]
C19296,O=S1(=O)CCCO1
C19297,O=C1CCO1
C19298,[Na+].[O-]c1ccccc1-c1ccccc1
C19299,FC(F)=C(F)F
C19300,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
C19301,CCOC(=O)N(C)N=O
C19302,CC(N)=S
C19303,Nc1ccc(Sc2ccc(N)cc2)cc1
C19304,O=c1cc[nH]c(=S)[nH]1
C19305,Cl.ClCCN(CCCl)CCCl
C19306,Cc1c(N)nc(C)c2c1[nH]c1ccccc12
C19307,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
C19309,C=COC(C)=O
C19310,C=CC1CC=CCC1
C19311,C1CC2OC2CC1C1CO1
C19312,c1cc2c3c(cccc3c1)CC2
C19314,c1cc2ccc3ccc4c5c(cc(c1)c2c35)CC4
C19315,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1
C19316,C=CCCl
C19317,C=CCN=C=S
C19318,C=CCOC(=O)CC(C)C
C19319,Nc1ccc2c3c(cccc13)CC2
C19320,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O
C19321,Nc1cc([N+](=O)[O-])ccc1O
C19322,Nc1ccc([N+](=O)[O-])cc1O
C19323,Nc1ccc(O)c([N+](=O)[O-])c1
C19324,Nc1ncc([N+](=O)[O-])s1
C19325,NCCCCCCCCCCC(=O)O
C19326,COc1ccc(N)cc1
C19327,c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54
C19329,C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1
C19330,*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1
C19331,C[As+](C)(C)CC(=O)[O-]
C19332,OCCN1CC1
C19333,COCCOC1=C(N2CC2)C(=O)C(OCCOC)=C(N2CC2)C1=O
C19334,c1ccc(N=Nc2ccccc2)cc1
C19335,c1ccc2c3c4c(ccc5cccc(c54)C3)cc2c1
C19336,C1=Cc2c3c1cccc3cc1ccc3ccccc3c21
C19337,c1ccc2nc3ccc4ccccc4c3cc2c1
C19338,c1ccc2nc3c(ccc4ccccc43)cc2c1
C19339,c1ccc2cc3c(ccc4c5ccccc5ccc34)cc2c1
C19340,c1ccc2c(c1)ccc1c3ccccc3c3ccccc3c21
C19341,c1ccc2c(c1)-c1cccc3cc4ccccc4c-2c13
C19342,c1cc2c3c(c1)ccc1ccc4cccc-2c4c13
C19343,c1ccc2c(c1)Cc1c-2ccc2ccccc12
C19344,c1ccc2c(c1)Cc1ccc3ccccc3c1-2
C19345,ON=C1C=CC(=NO)C=C1
C19346,O=C(OOC(=O)c1ccccc1)c1ccccc1
C19347,S=P(N1CCOCC1)(N1CC1)N1CC1
C19348,ClCOCCOCCl
C19349,ClCOCc1ccc(COCCl)cc1
C19350,CC(CCl)OC(C)CCl
C19351,C1CC2OC2C1OC1CCC2OC12
C19352,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1.[Na+].[Na+]
C19353,N#CC(Cl)Br
C19354,CCBr
C19355,CCCCOCCO
C19356,CC(O)COC(C)(C)C
C19357,CCOC(=O)c1cc2cc3ccoc3cc2oc1=O
C19358,O=S(=O)([O-])c1ccc(N=Nc2cc(S(=O)(=O)[O-])c3ccccc3c2O)c2ccccc12.[Na+].[Na+]
C19359,NCl
C19360,N#CCCl
C19361,FC(F)Cl
C19362,FCCl
C19363,C=C(C)CCl
C19364,O=[N+]([O-])c1cccc(Cl)c1
C19365,Nc1ccc(Cl)c(N)c1
C19366,Cc1ccc(Cl)cc1N
C19367,FC(F)(F)CCl
C19368,[Cr+3]
C19369,Cl.Nc1ccc(N=Nc2ccccc2)c(N)c1
C19370,O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1.[Na+]
C19371,O=S(=O)([O-])c1ccc(N=Nc2ccc(O)c3ccccc23)cc1.[Na+]
C19372,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(N=Nc3ccccc3)c(O)ccc2c1.[Na+].[Na+]
C19373,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1
C19374,Nc1ccccc1C(=O)OCC=Cc1ccccc1
C19375,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61
C19376,COc1ccc(N)c(C)c1
C19377,CC=CC=O
C19378,O=S(=O)([O-])NC1CCCCC1.[Na+]
C19379,CCC1NC(=O)C2C(Cl)C(Cl)CN2C(=O)C(CO)NC(=O)CC(c2ccccc2)NC(CO)C(=O)NC1=O
C19380,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C1
C19381,c1ccc2c(c1)ccc1cc3c4c(ccc3cc12)CCC4
C19382,Cc1cc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)[O-])cc1Cl.Cc1cc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)[O-])cc1Cl.[Ba+2]
C19383,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br
C19384,Nc1ccc([N+](=O)[O-])cc1N
C19385,Nc1ccc(N)c([N+](=O)[O-])c1
C19386,Cc1cc(N)ccc1N
C19387,C=[N+]=[N-]
C19388,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1
C19389,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12
C19390,c1ccc2c(c1)-c1cc3ccccc3c3cc4ccccc4c-2c13
C19391,c1ccc2c3c(ccc2c1)-c1c(ccc2ccccc12)C3
C19392,c1ccc2c(c1)cc1c3ccccc3c3cc4ccccc4c4ccc2c1c43
C19393,c1ccc2c(c1)cc1c3ccccc3c3cccc4ccc2c1c43
C19394,c1ccc2c(c1)c1cccc3c4ccccc4c4cccc2c4c13
C19395,N#CC(Cl)Cl
C19396,N#CC(Br)Br
C19397,Clc1cccc(Cl)c1
C19398,ClCC=CCCl
C19399,Nc1cc(Cl)c(N)c(Cl)c1
C19400,CCNC(=S)NCC
C19401,c1ccc2c3c4c(cccc4cc2c1)CC3
C19402,CC(=O)OC1CC(C)OC(C)O1
C19403,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O
C19404,Cc1cc(=O)oc2c1ccc1occ(C)c12
C19405,Cc1cc2c(ccc3c(C)cc(=O)oc32)o1
C19406,CO[PH](=O)OC
C19407,Cc1ccc(C)c2c1ccc1ccccc12
C19408,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43
C19409,O=NN1CN2CN(C1)CN(N=O)C2
C19410,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
C19411,Nc1ccc(-c2ccccc2N)cc1
C19412,CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1
C19413,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO
C19414,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O
C19415,CCOc1ccc(NC(N)=O)cc1
C19416,O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br
C19417,CC1CC2OC2CC1COC(=O)C1CC2OC2CC1C
C19418,CCCCCCCCC1OC1CCCCCCCC(=O)O
C19419,C1CS1
C19420,C=CC(=O)OCC(CC)CCCC
C19421,CCN(CC)C(=S)S[Se](SC(=S)N(CC)CC)(SC(=S)N(CC)CC)SC(=S)N(CC)CC
C19422,Cc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1N=Nc1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
C19423,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(O)cc2S(=O)(=O)O)cc1.[Na+].[Na+]
C19425,c1ccc2c(c1)-c1cccc3cccc-2c13
C19426,CCCCCCCCC=CCCCCCCCC(=O)OCC1CO1
C19427,CCCCCCCCCCCCCCCCCC(=O)OCC1CO1
C19428,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1.[Na+].[Na+]
C19429,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO
C19430,Nc1ccc(NCCO)c([N+](=O)[O-])c1
C19431,O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1
C19432,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12.CS(=O)(=O)O
C19433,Oc1ccc(N=Nc2ccccc2)cc1
C19434,Oc1cccc2cccnc12
C19435,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O
C19438,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC
C19439,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+]
C19440,O=CCC=O
C19441,Cl.Cl.OC(CNCCCl)C(O)C(O)C(O)CNCCCl
C19442,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
C19443,C=CC(=O)OC
C19444,Cc1cc2occc2c2oc(=O)ccc12
C19445,COC(N)=O
C19446,CCl
C19447,Cc1cccc2c1ccc1c3ccccc3ccc21
C19448,Cc1ccc2c(ccc3c4ccccc4ccc23)c1
C19449,Cc1ccc2ccc3c4ccccc4ccc3c2c1
C19450,Cc1cccc2ccc3c4ccccc4ccc3c12
C19451,Cc1cc2c3ccccc3ccc2c2ccccc12
C19452,CN(N=O)c1ccc(N=O)cc1
C19453,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1
C19454,Cc1cc2c3c(cccc3c1)-c1ccccc1-2
C19455,Cc1ccc2c3c(cccc13)-c1ccccc1-2
C19456,C=CC(=O)NCO
C19457,Cc1cccc2c1ccc1ccccc12
C19458,Cc1c2occc2cc2c1oc(=O)c1cnccc12
C19459,CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1
C19460,CN(C)C(=S)S[Se](SC(=S)N(C)C)(SC(=S)N(C)C)SC(=S)N(C)C
C19461,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
C19462,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-]
C19463,Nc1cccc2c(N)cccc12
C19464,O=C=Nc1cccc2c(N=C=O)cccc12
C19465,c1ccc2c(c1)-c1cccc3c1c-2cc1c2ccccc2ccc31
C19466,c1ccc2c(c1)-c1cccc3cc4c(ccc5ccccc54)c-2c13
C19467,c1ccc2cc3c(cc2c1)c1cccc2ccc4cccc3c4c21
C19468,CCNC(=O)Nc1ncc([N+](=O)[O-])s1
C19469,COc1ccc([N+](=O)[O-])cc1N
C19470,O=[N+]([O-])c1c2ccccc2cc2ccccc12
C19471,O=[N+]([O-])c1c2ccccc2cc2c1ccc1ccccc12
C19472,O=[N+]([O-])c1c2ccccc2c2ccc3cccc4ccc1c2c43
C19473,O=[N+]([O-])c1ccc(-c2ccccc2)cc1
C19474,O=[N+]([O-])c1ccc2ccccc2c1
C19475,O=[N+]([O-])c1ccc2c3cccc4cccc(c5cccc1c52)c43
C19476,O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34
C19477,O=NN1CCCCC1c1cccnc1
C19478,O=NN1C=CCCC1c1cccnc1
C19479,O=Nc1ccc(Nc2ccccc2)cc1
C19480,Nc1nc2[nH]cc(CNc3ccc(C(=O)N(N=O)C(CCC(=O)O)C(=O)O)cc3)nc-2c(=O)n1
C19481,O=NN1CCC=C(C(=O)O)C1
C19482,COC(=O)C1=CCCN(N=O)C1
C19483,O=NN1CC(O)CC1C(=O)O
C19484,CN(CCC=O)N=O
C19485,O=NN1CCCC1C(=O)O
C19486,Cc1cccc([N+](=O)[O-])c1
C19487,N=C(N)NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1
C19488,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
C19489,Cc1c2ccccc2c(C)c2c3c(ccc12)C1OC1C=C3
C19490,Cc1c2ccccc2c(C)c2c3c(ccc12)C(O)C(O)C=C3
C19491,CCC(C)C=NO
C19492,*CCCCCC(=O)N*
C19493,CC12CCC3c4ccc(OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)cc4CCC3C1CCC2OC(=O)Cc1ccc(N(CCCl)CCCl)cc1
C19494,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
C19495,C=C(C)C(=O)C(=CC(=O)O)OC
C19496,ClC(Cl)C(Cl)(Cl)Cl
