KEGGid,SMILES_by_CAS
C00495,COC(=O)c1cc(O)cc(OC)c1C(=O)c2c(O)cc(C)cc2O
C00496,None
C00497,OC(CC(O)=O)C(O)=O
C00498,None
C00499,NC(=O)NC(NC(N)=O)C(O)=O
C00500,Cc1c([nH]c(/C=C/2NC(=C\C3=NC(=O)C(=C3C)C=C)/C(=C2CCC(O)=O)C)c1CCC(O)=O)\C=C\4NC(=O)C(=C4C=C)C
C00501,None
C00502,OCC(O)C(O)C(O)C(O)=O
C00503,OCC(O)C(O)CO
C00504,NC1=NC(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2N1
C00505,CNC(C)C1CCC(N)C(O1)OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O
C00506,N[C@@H](C[S](O)(=O)=O)C(O)=O
C00507,CC(O)C(O)C(O)C(O)C=O
C00508,OCC(O)C(O)C(=O)CO
C00509,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2
C00510,None
C00511,OC(=O)C=C
C00512,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)c4ccccc4
C00513,None
C00514,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O
C00515,NCCCC(N)C(O)=O
C00516,None
C00517,CCCCCCCCCCCCCCCC=O
C00518,[Na+].CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]2O[C@@H]([C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)C(O)=O
C00519,NCC[S]([O-])=O
C00521,CC(=C)[C@H]1CCC(=CC1)C
C00522,CC(C)(CO)[C@@H](O)C(O)=O
C00523,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O
C00524,None
C00525,N[C@H](Cc1c[nH]c2ccccc12)C(O)=O
C00526,OCC1OC(CC1O)N2C=CC(=O)NC2=O
C00527,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC(O)=O
C00528,None
C00530,Oc1ccc(O)cc1
C00531,None
C00532,OCC(O)C(O)C(O)CO
C00533,N=O
C00534,Cc1ncc(CO)c(CN)c1O
C00535,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
C00536,None
C00538,None
C00539,None
C00540,None
C00541,None
C00542,NC(CCSCC(N)C(O)=O)C(O)=O
C00543,CNC
C00544,OC(=O)Cc1cc(O)ccc1O
C00545,OCC(O)C(O)[C@H](O)C(O)=O
C00546,CC(=O)C=O
C00547,NC[C@H](O)c1ccc(O)c(O)c1
C00548,CC(=O)Oc1ccccc1
C00549,None
C00550,None
C00551,OC[C@H]1O[C@@H](OC2[C@H](O)[C@@H](O)[C@@H](O[C@@H]2CO)OC3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]1O
C00552,OC(C(O)C(O)=O)C(O)=O
C00553,None
C00555,None
C00556,OCc1ccccc1
C00557,O=C1CCCC1
C00558,None
C00559,Nc1ncnc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3
C00561,None
C00562,None
C00563,CC(C)C[C@@H](N[P](O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(O)=O
C00565,CN(C)C
C00566,None
C00568,Nc1ccc(cc1)C(O)=O
C00569,None
C00570,NCCO[P](O)(=O)O[P](O)(=O)OCC1OC(C(O)C1O)N2C=CC(=NC2=O)N
C00571,NC1CCCCC1
C00573,None
C00574,None
C00575,Nc1ncnc2n(cnc12)C3OC4CO[P](O)(=O)OC4C3O
C00576,C[N+](C)(C)CC=O
C00577,OCC(O)C=O
C00579,NC(=O)CCCCC(S)CCS
C00580,CSC
C00581,None
C00582,None
C00583,CC(O)CO
C00584,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C\C=C\CCCC(O)=O
C00585,None
C00586,OCC1OC(O)CC(O)C1O
C00587,OC(=O)c1cccc(O)c1
C00588,[Cl-].C[N+](C)(C)CCO[P](O)(O)=O
C00590,None
C00591,None
C00593,O[S](=O)(=O)CC=O
C00596,OC(=O)C(=O)CC=C
C00597,None
C00599,CC(C)CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
C00601,O=CCc1ccccc1
C00602,None
C00603,None
C00604,c1cnc2c(c1)ccc3cccnc23
C00605,None
C00606,NC(C[S](O)=O)C(O)=O
C00607,CC(=O)N[C@H]1[C@H](O)O[C@H](O[S](O)(=O)=O)[C@H](O)[C@@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O
C00608,None
C00609,None
C00611,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O
C00612,None
C00613,None
C00614,None
C00615,None
C00616,None
C00617,None
C00618,None
C00619,None
C00620,None
C00621,None
C00623,None
C00624,CC(=O)NC(CCC(O)=O)C(O)=O
C00625,None
C00627,Cc1ncc(CO[P](O)(O)=O)c(CO)c1O
C00628,OC(=O)c1cc(O)ccc1O
C00630,None
C00631,None
C00632,Nc1c(O)cccc1C(O)=O
C00633,Oc1ccc(C=O)cc1
C00634,CC(=O)N[C@H]1[C@H](O)O[C@H](O[S](O)(=O)=O)[C@H](O)[C@@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O
C00635,CC(=O)N[C@H]1[C@H](O)O[C@H](O[S](O)(=O)=O)[C@H](O)[C@@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O
C00636,None
C00637,O=CCc1c[nH]c2ccccc12
C00638,None
C00639,CCCCCC(O)/C=C/C1C(O)CC(O)C1C\C=C\CCCC(O)=O
C00640,None
C00641,None
C00642,OC(=O)Cc1ccc(O)cc1
C00643,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(O)=O
C00644,OCC(O)C(O)C(O)C(O)CO[P](O)(O)=O
C00645,CC(=O)N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
C00647,Cc1ncc(CO[P](O)(O)=O)c(CN)c1O
C00650,None
C00651,None
C00652,OC[C@H]1OC(=O)[C@@H](O)[C@@H]1O
C00653,None
C00655,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)NC(=O)Nc23
C00658,None
C00659,None
C00661,OC(CO[P](O)(O)=O)C=O
C00662,None
C00663,None
C00664,None
C00665,None
C00666,None
C00667,None
C00668,None
C00669,N[C@@H](CCC(=O)N[C@@H](CS)C(O)=O)C(O)=O
C00670,C[N+](C)(C)CCO[P]([O-])(=O)OC[C@@H](O)CO
C00671,None
C00672,OCC1OC(CC1O)O[P](O)(O)=O
C00673,None
C00674,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O
C00675,None
C00676,None
C00677,None
C00679,None
C00680,None
C00681,None
C00682,O/C=C/C=C/C(=O)C(O)=O
C00683,None
C00684,None
C00685,None
C00686,None
C00688,None
C00689,OCC1OC(OC2OC(CO[P](O)(O)=O)C(O)C(O)C2O)C(O)C(O)C1O
C00691,OC1[C@@H](O)[C@H](O)C(=O)[C@H](O)[C@H]1O
C00692,None
C00693,None
C00694,None
C00695,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
C00696,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O
C00697,N#N
C00698,[Cl-]
C00700,O[C@H]1[C@@H](O)C(O[C@@H]1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)NC(=O)Nc23
C00701,None
C00703,None
C00704,None
C00705,NC1=NC(=O)N(C=C1)C2CC(O)C(CO[P](O)(=O)O[P](O)(O)=O)O2
C00706,None
C00707,None
C00708,None
C00711,OC(CC(O)=O)C(O)=O
C00712,CCCCCCCC/C=C/CCCCCCCC(O)=O
C00713,OC[C@H]1O[C@H](OCC2O[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C00714,None
C00715,NC1=NC(=O)c2nccnc2N1
C00716,NC(CO)C(O)=O
C00717,None
C00718,None
C00719,C[N+](C)(C)CC([O-])=O
C00720,[Br-]
C00721,OC[C@H]1OC(O[C@H]2[C@H](O)[C@@H](O)C(O[C@@H]2CO)O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]1O
C00722,None
C00723,None
C00725,OC(=O)CCCCC1CCSS1
C00726,None
C00727,Cc1cc(O)cc(O)c1
C00729,CN1C2CCC1CC(O)C2
C00732,CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(O)=O
C00734,None
C00735,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
C00736,NC(CS)C(O)=O
C00737,None
C00738,None
C00739,NCCCC[C@@H](N)C(O)=O
C00740,NC(CO)C(O)=O
C00741,CC(=O)C(C)=O
C00742,FF
C00744,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(=C\[C@@H]1CO[C@@H]4O[C@H](C)[C@@H](O)[C@@H](O)[C@H]4OC)C
C00745,CN1CCC[C@H]1c2cccnc2
C00746,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O
C00747,c1ccncc1
C00748,None
C00750,NCCCNCCCCNCCCN
C00751,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
C00752,None
C00753,[W]
C00755,COc1cc(C=O)ccc1O
C00756,CCCCCCCCO
C00757,COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OC
C00758,Oc1c2ccoc2cc3OC(=O)C=Cc13
C00759,None
C00760,None
C00761,COc1cc(/C=C/CO)ccc1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
C00762,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23
C00763,OC(=O)C1CCCN1
C00764,OCC1(O)OC[C@@H](O)[C@H](O)[C@H]1O
C00765,CC1CC[C@@]2(OC1)O[C@H]3[C@@H](O)[C@H]4[C@@H]5CC[C@H]6C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O[C@@H]%11O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%11O)[C@H]%10O)[C@H](O)[C@H]7O)[C@H](O)C[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C
C00766,None
C00768,NC(Cc1[nH]cnc1)C(O)=O
C00770,OCC(O)C(O)C(O)C(O)C(O)=O
C00771,OC[C@H]1OC(O[C@H]2[C@H](O)[C@@H](CO)OC(O[C@@H]3[C@@H](O)C(O)O[C@H](CO)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C00772,CC1(O)CC(O)OC(=O)C1
C00773,CC(C)CC(NC(=O)[C@H](C)NC(=O)CC(O)C(CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)C(O)CC(O)=O
C00774,Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1
C00775,None
C00777,CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)C(C)(C)CCC1
C00778,None
C00779,O[C@@H]1CC(=O)c2c(O)cc(O)cc2C1
C00780,NCCc1c[nH]c2ccc(O)cc12
C00783,CN1C2CCC1CC(=O)C2
C00785,OC(=O)/C=C/c1[nH]cnc1
C00786,COc1ccc([C@@H]2COc3cc(O)ccc3C2=O)c(O)c1
C00787,None
C00788,CNC[C@H](O)c1ccc(O)c(O)c1
C00789,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO[P](O)(=O)O[P](O)(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)CO)[C@@H](O)[C@H]2O
C00791,CN1CC(=O)N=C1N
C00792,N[C@H](CCCN=C(N)N)C(O)=O
C00793,N[C@H](CS)C(O)=O
C00794,OCC(O)C(O)C(O)C(O)CO
C00795,OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
C00796,None
C00797,CCN
C00798,None
C00799,None
C00800,OCC(O)C(O)C(O)C(O)C(O)=O
C00801,None
C00802,NC(=O)NC(=O)C(O)=O
C00803,CCCCC(O)=O
C00804,OC(=O)C#C
C00805,OC(=O)c1ccccc1O
C00806,NC(Cc1c[nH]c2ccccc12)C(O)=O
C00807,None
C00808,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2
C00809,CC1(C)C2CC[C@]1(C)C(=O)C2
C00810,CC(O)C(C)=O
C00811,OC(=O)/C=C/c1ccc(O)cc1
C00812,None
C00813,O=C1CC(=O)NC(=O)N1
C00814,COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O
C00815,CC(O)(CC(O)=O)C(O)=O
C00816,None
C00817,None
C00818,OC(C(O)C(O)C(O)=O)C(O)C(O)=O
C00819,N[C@H](CCC(N)=O)C(O)=O
C00820,CC(O)C(N)C(O)=O
C00821,None
C00822,None
C00823,CCCCCCCCCCCCCCCCO
C00824,None
C00825,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O
C00826,N[C@@H](CC1(C=CC(O)C=C1)C(O)=O)C(O)=O
C00827,None
C00828,C/C=C/CC/C=C/CC/C=C/CC/C=C/CC/C=C/CC1=C(C)C(=O)c2ccccc2C1=O
C00829,c1ccc2ccccc2c1
C00830,OC(=O)C(=O)C(O)=O
C00831,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS
C00832,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@H](N)[C@@H](O)[C@@H]1O
C00835,CC(O)C(=O)C1=NC2C(NC1)N=C(N)NC2=O
C00836,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO
C00837,NC(N)=N[C@H]1[C@H](O)C(O)[C@H](O)[C@@H](N=C(N)N)C1O
C00839,None
C00840,NCCCCC(NC(=O)C1CCCN1C(=O)C2CSSCC(N)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(Cc4ccccc4)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N2)C(=O)NCC(N)=O.NC5CSSCC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(Cc6ccccc6)NC(=O)C(Cc7ccc(O)cc7)NC5=O)C(=O)N8CCCC8C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O
C00841,Oc1c2occc2cc3C=CC(=O)Oc13
C00842,None
C00843,CC(C)[C@@H]1CC[C@@H](C)CC1=O
C00844,OC[C@H]1O[C@@H](O[C@@H](C#N)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
C00845,None
C00846,OC(=O)CCC(=O)CC(O)=O
C00847,Cc1ncc(CO)c(C(O)=O)c1O
C00848,CC1(C)OC2(C)CCC1CC2=O
C00849,CCOC(C)=O
C00850,None
C00852,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O
C00853,None
C00854,OC1CCCCC1
C00855,CSCC[C@@H](N)C(O)=O
C00856,None
C00857,None
C00858,COc1ccc(cc1)C2=COc3cc(O)ccc3C2=O
C00859,C[C@@]12[C@@H](O)CCC3(OC1=O)[C@@H]4CC[C@@]5(O)CC4(CC5=C)[C@H]([C@H]23)C(O)=O
C00860,N[C@H](CO)Cc1[nH]cnc1
C00861,None
C00862,NCc1occ(COc2ccc(CCNC(=O)CC[C@@H](NC(=O)CC[C@@H](NC(=O)CCC(C(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)cc2)c1
C00863,None
C00864,CC(C)(CO)C(O)C(=O)NCCC(O)=O
C00865,None
C00868,None
C00869,None
C00870,Oc1ccc(cc1)[N+]([O-])=O
C00871,None
C00872,NC(C(O)=O)C(O)=O
C00873,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](Cc2[nH]cnc2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](Cc5[nH]cnc5)C(=O)N[C@@H](CC(C)C)C(O)=O
C00875,None
C00876,C[C@H](O[P](O)(=O)OCC(O)C(O)C(O)CN1C2=C(C=C3C=CC(=O)C=C13)C(=O)NC(=O)N2)C(=O)N[C@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O
C00877,None
C00878,OCC(O)C(O)C(O)C(O)=O
C00879,OC(C(O)C(O)C(O)=O)C(O)C(O)=O
C00880,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(O)=O
C00881,NC1=NC(=O)N(C=C1)C2CC(O)C(CO)O2
C00882,CC(C)(CO[P](O)(=O)O[P](O)(=O)OCC1OC(C(O)C1O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
C00883,None
C00884,NCCCC(=O)NC(Cc1[nH]cnc1)C(O)=O
C00885,OC1C(OC(=C)C(O)=O)C=CC=C1C(O)=O
C00886,None
C00887,[N-]=[N+]=O
C00888,None
C00889,None
C00891,None
C00892,None
C00893,None
C00894,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C=C
C00895,None
C00896,None
C00897,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
C00898,OC(C(O)C(O)=O)C(O)=O
C00899,CC(=C/CO)/C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
C00900,None
C00902,CCCCC(=O)C(O)=O
C00903,O=C/C=C/c1ccccc1
C00904,None
C00905,None
C00906,CC1CNC(=O)NC1=O
C00908,CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H]2O
C00909,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H]1O[C@H]1CCCC(O)=O
C00911,None
C00912,None
C00913,Cn1cnc(N)c2ncnc12
C00915,C(c1ccccc1)[n+]2ccc(cc2)c3cc[n+](Cc4ccccc4)cc3
C00916,[Zn++].CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CCCC(N)C([O-])=O)C2=O)C([O-])=O
C00917,None
C00918,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O
C00919,C[N+](C)(C)CCO[S]([O-])(=O)=O
C00920,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
C00921,None
C00922,C\C(=C(/C)C(O)=O)C(O)=O
C00923,None
C00924,None
C00925,None
C00927,None
C00928,OCCS
C00929,None
C00930,None
C00931,NCc1[nH]cc(CCC(O)=O)c1CC(O)=O
C00933,COc1cc(/C=C/C(=O)OCC[N+](C)(C)C)cc(OC)c1O
C00934,None
C00935,None
C00936,OCC1OC(O)C(O)C(O)C1O
C00937,None
C00938,None
C00939,Nc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1
C00940,NC(=O)CCC(=O)C(O)=O
C00941,NC1=NC(=O)N(C=C1)[C@@H]2O[C@@H]3CO[P](O)(=O)O[C@H]3[C@H]2O
C00942,NC1=NC(=O)c2ncn(C3OC4CO[P](O)(=O)OC4C3O)c2N1
C00943,None
C00944,None
C00946,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O[P](O)(O)=O
C00949,None
C00950,O[C@@H](CS)[C@H](O)CS
C00951,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
C00952,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O
C00954,OC(=O)Cc1c[nH]c2ccccc12
C00955,OCCc1c[nH]c2ccccc12
C00956,NC(CCCC(O)=O)C(O)=O
C00957,OC(=O)C(=O)CS
C00958,None
C00959,CCCCC[C@H](O)/C=C/C1=C(CCCCCCC(O)=O)C(=O)CC1
C00960,None
C00961,COc1cc2O[C@H]3OC=C[C@H]3c2c4Oc5cccc(O)c5C(=O)c14
C00962,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
C00963,None
C00964,None
C00965,None
C00966,None
C00968,None
C00969,OCCC=O
C00971,Cc1ncc2COC(=O)c2c1O
C00972,None
C00973,None
C00974,OC1C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3
C00975,OC(O)=C(O)C(=O)C(O)=O
C00976,None
C00977,N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
C00978,CC(=O)NCCc1c[nH]c2ccc(O)cc12
C00979,CC(=O)OC[C@H](N)C(O)=O
C00980,OC=C
C00982,None
C00984,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
C00985,None
C00986,NCCCN
C00988,None
C00989,OCCCC(O)=O
C00990,None
C00991,None
C00992,O|[Co+3]|1|2|3|4|[N-]5C6[C@H](CC(N)=O)[C@@](C)(CCC(=O)NCC(C)O[P](O)(=O)OC7C(O)[C@H](O[C@H]7CO)n8cn|1c9cc(C)c(C)cc89)C5=C(C)C%10=N|2C(=CC%11=N|3C(=C(C)C%12=N|4[C@]6(C)[C@@](C)(CC(N)=O)[C@@H]%12CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]%11CCC(N)=O)C(C)(C)[C@@H]%10CCC(N)=O
C00993,CC(N)C(=O)NC(C)C(O)=O
C00994,None
C00995,None
C00996,None
C00997,None
C00998,None
C00999,None
C01000,None
C01001,NC(=O)CC[C@H](N(CCc1ccc(OCc2coc(CNC=O)c2)cc1)C(=O)CC[C@H](NC(=O)CCC(C(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O
C01002,None
C01003,None
C01004,C[n+]1cccc(c1)C([O-])=O
C01005,N[C@@H](CO[P](O)(O)=O)C(O)=O
C01007,None
C01008,[I-].C[S+](C)C
C01009,None
C01010,NC(=O)NC(O)=O
C01011,None
C01012,CC1(C)COC(=O)C1O
C01013,OCCC(O)=O
C01014,CC(C)c1cccc(O)c1O
C01015,O[C@@H]1CN[C@@H](C1)C(O)=O
C01016,None
C01017,NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O
C01018,C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
C01019,C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
C01020,OC(=O)C1=CNC(=O)C=C1
C01021,None
C01022,None
C01023,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)CO)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3N=C(N)N
C01024,OCc1c(CC(O)=O)[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]cc(CCC(O)=O)c4CC(O)=O)c(CCC(O)=O)c3CC(O)=O)c(CCC(O)=O)c2CC(O)=O)c1CCC(O)=O
C01025,None
C01026,CN(C)CC(O)=O
C01028,None
C01029,[H+].[H+].[Cl-].[Cl-].CC(=O)NCCCCNCCCN
C01031,N[C@@H](CCC(=O)N[C@@H](CSC=O)C(=O)NCC(O)=O)C(O)=O
C01032,None
C01033,None
C01034,None
C01035,None
C01036,OC(=O)CC(=O)CC(=O)\C=C/C(O)=O
C01037,None
C01040,OC[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O
C01041,None
C01042,CC(=O)N[C@@H](CC(O)=O)C(O)=O
C01043,None
C01044,OC(=O)C[C@H](NC=O)C(O)=O
C01045,None
C01046,None
C01047,CCNC(=O)CCC(N)C(O)=O
C01048,None
C01050,None
C01051,OC(=O)CCc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CC(O)=O)c(CCC(O)=O)c5CC(O)=O)c(CCC(O)=O)c4CC(O)=O)c(CC(O)=O)c3CCC(O)=O
C01053,None
C01054,None
C01056,None
C01058,None
C01059,OC1=CNC(=O)C=C1
C01060,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O
C01061,OC(=O)CC(=O)CC(=O)\C=C\C(O)=O
C01062,None
C01063,None
C01064,None
C01066,O=C1CCCC(=O)C1
C01067,None
C01068,None
C01069,None
C01070,None
C01071,None
C01073,CC(=O)NCCC(O)=O
C01074,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
C01075,None
C01076,None
C01077,None
C01078,None
C01079,CC1C2CC3NC(CC4=C(C)C(C=C)C(=N4)CC5NC(CC(N2)C1CCC(O)=O)C(CCC(O)=O)C5C)C(C=C)C3C
C01080,None
C01081,None
C01083,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
C01086,None
C01087,None
C01088,None
C01089,CC(O)CC(O)=O
C01090,None
C01091,None
C01092,None
