KEGGid,SMILES_by_CAS
C16001,[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C(/C(=N/Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O
C16002,None
C16003,None
C16004,None
C16005,None
C16006,None
C16007,None
C16008,None
C16009,None
C16010,None
C16011,None
C16012,None
C16013,None
C16014,O1C(C1c2ccccc2)c3ccccc3
C16015,None
C16016,CC(C)C(NC(=O)C1CSSCC(NC(=O)C(CC(O)=O)NC(=O)C(C)NC(=O)C(NC(=O)CNC(=O)C(C)N)C(C)O)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)NC(CCCCN)C(=O)NC(Cc5ccc(O)cc5)C(=O)N1)C(O)=O
C16017,None
C16018,None
C16019,None
C16020,None
C16021,None
C16022,None
C16023,None
C16024,None
C16025,None
C16027,None
C16028,None
C16029,None
C16030,None
C16031,None
C16032,None
C16033,None
C16034,None
C16035,None
C16036,None
C16037,None
C16038,Cn1c(N)nc2ncc(cc12)c3ccccc3
C16039,None
C16040,None
C16041,None
C16042,None
C16043,None
C16044,None
C16045,None
C16046,None
C16047,None
C16048,None
C16049,None
C16050,None
C16051,None
C16052,None
C16053,None
C16054,None
C16055,None
C16056,None
C16057,None
C16058,None
C16059,None
C16060,None
C16061,None
C16062,None
C16063,None
C16064,None
C16065,None
C16066,None
C16067,None
C16068,None
C16069,None
C16070,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O[P](O)(=O)O[C@@H]23
C16071,None
C16072,None
C16074,N#CCc1ccccc1
C16075,None
C16076,None
C16077,None
C16078,None
C16079,None
C16080,None
C16081,None
C16082,None
C16084,None
C16085,None
C16086,None
C16087,None
C16088,None
C16089,None
C16090,None
C16091,None
C16092,None
C16093,None
C16094,None
C16095,None
C16096,None
C16097,None
C16098,None
C16099,None
C16100,None
C16101,None
C16102,None
C16103,None
C16104,None
C16105,None
C16106,None
C16107,None
C16108,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](C(C)C)C(N)=O
C16109,None
C16110,None
C16111,None
C16112,None
C16113,None
C16114,None
C16115,None
C16116,None
C16117,None
C16118,None
C16119,CCC(C)C(NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CCCNC(N)=N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(NC(=O)C(Cc3ccccc3)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(O)=O)NC(=O)C(CO)NC(=O)C(N)Cc4c[nH]cn4)C(C)C)C(C)O)C(C)O)C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(O)=O
C16120,None
C16121,None
C16122,None
C16123,None
C16124,None
C16125,None
C16126,None
C16127,None
C16128,None
C16129,None
C16130,None
C16131,None
C16132,None
C16133,None
C16134,None
C16135,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NC(CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@H](CCC(N)=O)C(=O)NC(Cc3ccccc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@H]([C@H](C)O)C(O)=O
C16136,None
C16137,None
C16138,None
C16139,None
C16140,None
C16141,None
C16142,None
C16143,None
C16144,None
C16145,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)C
C16146,None
C16147,None
C16148,CCC(C)CCCCCCC\C=C/C(C=O)C(C)(C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\CCC=C(C)C)\C=C\C=C(/C)C(=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C16149,None
C16150,CN1CCCC1c2cccnc2
C16151,None
C16152,None
C16153,None
C16154,None
C16155,None
C16156,None
C16157,None
C16158,None
C16159,None
C16160,None
C16161,None
C16162,None
C16163,None
C16164,None
C16165,None
C16166,None
C16167,None
C16168,None
C16169,None
C16170,None
C16171,None
C16172,None
C16173,None
C16174,None
C16175,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2[nH]cnc2)NC(=O)CNC(=O)C(NC(=O)[C@H](C)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]5CCCN5C(=O)C(NC(=O)C6CCC(=O)N6)C(C)C)C(C)C)C(N)=O
C16176,None
C16178,None
C16179,None
C16180,None
C16181,None
C16182,None
C16184,CCOC(=O)CCC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CC
C16185,CCOC(=O)CC\C=C/C/C=C\C\C=C/C/C=C\C\C=C/C/C=C\CC
C16186,None
C16187,None
C16188,None
C16189,None
C16190,None
C16191,None
C16192,None
C16193,O[S](=O)(=O)c1ccc2c(cccc2[S](O)(=O)=O)c1
C16194,O[S](=O)(=O)c1ccc2cc(ccc2c1)[S](O)(=O)=O
C16195,COc1cc2C(=O)C(=COc2cc1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c4ccc(O)cc4
C16196,None
C16197,None
C16198,None
C16199,OC(=O)c1cc(ccc1O)[S](O)(=O)=O
C16200,OB(O)c1ccccc1
C16201,O[S](=O)(=O)c1cccc2ccccc12
C16202,O[S](=O)(=O)c1ccc2ccccc2c1
C16203,None
C16204,Oc1ccc2cc3ccccc3cc2c1O
C16205,None
C16206,Oc1c2ccccc2c(O)c3ccccc13
C16207,O=C1c2ccccc2C(=O)c3ccccc13
C16208,None
C16209,None
C16210,None
C16211,None
C16212,OC(=O)c1cc2ccccc2cc1O
C16213,Oc1cc2ccccc2cc1O
C16214,None
C16215,OC(=O)C1C=CC=CC1C(O)=O
C16216,None
C16217,CCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P](O)(=O)O[P](O)(=O)OCC1OC(C(O)C1O[P](O)(O)=O)n2cnc3c(N)ncnc23
C16218,None
C16219,None
C16220,None
C16221,None
C16222,None
C16223,None
C16224,None
C16225,COc1ccc([C@@H]2COc3cc(O)ccc3C2)c(O)c1
C16226,None
C16227,Oc1ccc2C(=O)C(COc2c1)c3cc4OCOc4cc3O
C16228,None
C16229,None
C16230,None
C16231,None
C16232,None
C16233,None
C16234,OC(=O)c1ccccc1[N+]([O-])=O
C16235,None
C16236,None
C16237,None
C16238,None
C16239,None
C16240,None
C16241,OC(=O)CCCC[C@@H]1CCSS1
C16242,None
C16243,None
C16244,None
C16245,O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O
C16246,NC(=O)c1cc(Br)c(O)c(Br)c1
C16247,Oc1c(Br)cccc1Br
C16248,Oc1cc(Br)c(O)c(Br)c1
C16249,None
C16250,CNN\N=C/1N=CN=C1C(N)=O
C16251,None
C16252,None
C16253,None
C16254,None
C16255,None
C16256,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c4ccccc4
C16257,None
C16258,None
C16259,None
C16260,C[C@H](CC[C@@H](O)C(CO)CO)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
C16261,None
C16262,None
C16263,None
C16264,None
C16265,None
C16266,None
C16267,OC(=O)C1CC1
C16268,None
C16269,None
C16270,None
C16271,None
C16272,CC(=O)CC(O)CC(O)=O
C16273,None
C16274,None
C16275,None
C16276,None
C16277,None
C16278,None
C16279,None
C16280,None
C16281,NC(=S)c1ccccc1
C16282,None
C16283,NC(=[S]=O)c1ccccc1
C16284,None
C16285,None
C16286,C[C@H]1CCC[C@@]2(C)CCCC[C@]12O
C16287,None
C16288,None
C16289,None
C16290,None
C16291,None
C16292,None
C16293,None
C16294,None
C16295,None
C16296,None
C16297,None
C16298,None
C16299,None
C16300,CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O
C16301,None
C16302,None
C16303,None
C16304,None
C16305,None
C16306,None
C16307,None
C16308,OC(=O)CCCCCCCC\C=C\C(O)=O
C16309,OC(=O)CCCCCCCCCCC=O
C16310,None
C16311,None
C16312,None
C16313,None
C16314,None
C16315,None
C16316,None
C16317,None
C16318,None
C16319,None
C16320,CC/C=C\C\C=C/C=C/O/C=C/CCCCCCC(O)=O
C16321,CC/C=C\C\C=C/C=C/[C@H](CCCCCCCC(O)=O)OO
C16322,OC(=O)CCCCCCCC=O
C16323,None
C16324,None
C16325,None
C16326,None
C16327,None
C16328,None
C16329,None
C16330,None
C16331,None
C16332,None
C16333,None
C16334,None
C16335,None
C16336,None
C16337,None
C16338,None
C16339,None
C16340,None
C16341,None
C16342,None
C16343,None
C16344,None
C16345,None
C16346,None
C16347,None
C16348,None
C16349,None
C16350,None
C16351,None
C16352,None
C16353,Cn1cnc2NC(=O)NC(=O)c12
C16354,None
C16355,CN1C(=O)NC2=C1C(=O)NC(=O)N2
C16356,CN1C(=O)NC2=C(N(C)C(=O)N2)C1=O
C16357,CN1C(=O)NC(=O)c2[nH]cnc12
C16358,CN1C(=O)Nc2nc[nH]c2C1=O
C16359,CN1C(=O)NC2=C(NC(=O)N2)C1=O
C16360,CN1C(=O)NC(=O)C2=C1NC(=O)N2C
C16361,CN1C(=O)N(C)C2=C(N(C)C(=O)N2)C1=O
C16362,CNC(=O)N(C)C1NC(=O)N(C)C1=O
C16363,CNC(N)=O
C16364,CNC(=O)NC
C16365,CN1C(=O)NC(=C(NC=O)C1=O)NC(C)=O
C16366,CN1C(=O)NC(=C(NC(C)=O)C1=O)N
C16367,None
C16368,None
C16369,None
C16370,None
C16371,None
C16372,None
C16373,None
C16374,None
C16375,None
C16376,None
C16386,CN1CCC[C@@H]1c2cccnc2
C16387,None
C16388,None
C16389,None
C16390,None
C16391,Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
C16392,Cc1c(cc(NO)cc1[N+]([O-])=O)[N+]([O-])=O
C16393,Cc1c(NO)cc(cc1[N+]([O-])=O)[N+]([O-])=O
C16394,Cc1c(cc(N)cc1[N+]([O-])=O)[N+]([O-])=O
C16395,Cc1c(N)cc(cc1[N+]([O-])=O)[N+]([O-])=O
C16396,Cc1c(N)cc(N)cc1[N+]([O-])=O
C16397,Cc1c(N)cc(cc1N)[N+]([O-])=O
C16398,Cc1ccc(cc1N)[N+]([O-])=O
C16399,None
C16400,Cc1c(N)cc(N)cc1N
C16401,Cc1c(O)cc(O)cc1O
C16402,None
C16403,None
C16404,None
C16405,None
C16406,OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)/C=C/c3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]1O
C16407,None
C16408,None
C16409,OC[C@H]1O[C@@H](Oc2cc(O)c3C(=O)/C(Oc3c2)=C/c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]1O
C16410,None
C16411,Cc1c([N-][N+](=O)c2cc(cc(c2C)[N+]([O-])=O)[N+]([O-])=O)cc(cc1[N+]([O-])=O)[N+]([O-])=O
C16412,Cc1c([N-][N+](=O)c2cc(c(C)c(c2)[N+]([O-])=O)[N+]([O-])=O)cc(cc1[N+]([O-])=O)[N+]([O-])=O
C16413,Cc1c(cc([N-][N+](=O)c2cc(c(C)c(c2)[N+]([O-])=O)[N+]([O-])=O)cc1[N+]([O-])=O)[N+]([O-])=O
C16414,None
C16415,None
C16416,CC(C)=CCc1c(O)cc(O)c(c1O)C(=O)/C=C/c2ccc(O)cc2
C16417,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)\C=C\c2ccc(O)cc2
C16418,CC(=O)O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3ccccc3
C16419,COc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccccc3
C16420,None
C16421,None
C16422,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O2
C16423,None
C16424,None
C16426,None
C16427,CC(C)=CCNc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O
C16428,None
C16429,None
C16430,None
C16431,None
C16432,None
C16433,NC(CC(O)=O)C(O)=O
C16434,CC[C@H](C)[C@@H](N)C(O)=O
C16435,OC(=O)C1CCCN1
C16436,CC(C)C(N)C(O)=O
C16438,NC(CC(N)=O)C(O)=O
C16439,None
C16440,None
C16441,None
C16442,None
C16443,None
C16444,Nc1ccc(cc1)c2ccc(N)cc2
C16445,None
C16446,ClCCN(CCCl)c1ccc2ccccc2c1
C16447,None
C16448,None
C16449,None
C16450,C=CC=C
C16451,None
C16452,O=NN1CCCC1c2cccnc2
C16453,CN(CCCC(=O)c1cccnc1)N=O
C16454,[222Rn]
C16455,[224Ra]
C16456,[Ra]
C16457,[228Ra]
C16458,None
C16459,O=[Si]=O
C16460,[Be]
C16461,CC(C)=CCC\C(C)=C\C(O)=O
C16462,CC(CCC=C(C)C)CC(O)=O
C16463,NC1=NC(=O)c2ncn([C@@H]3O[C@@H]4CO[P](O)(=O)OC5[C@@H](O)[C@@H](OC5CO[P](O)(=O)O[C@H]4[C@H]3O)n6cnc7C(=O)N=C(N)Nc67)c2N1
C16464,None
C16465,None
C16466,None
C16467,None
C16468,None
C16469,None
C16470,None
C16471,None
C16472,Oc1cccc(F)c1O
C16473,Oc1ccc(F)cc1O
C16474,None
C16475,None
C16476,None
C16477,None
C16478,None
C16479,None
C16480,None
C16481,None
C16482,None
C16483,None
C16484,None
C16485,Oc1ccc(F)cc1
C16486,None
C16487,[H+].[F-]
C16488,None
C16489,None
C16490,None
C16491,None
C16492,None
C16493,CC(C)CCC[C@@H](C)[C@H]1CCC2(O)C3=CC(=O)[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C16494,None
C16495,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CCC2(O)C3=CC(=O)[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C16496,None
C16497,None
C16498,None
C16499,None
C16500,CC(O)(CO)CC[C@@H](O)[C@](C)(O)[C@H]1CCC2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C
C16501,CC(C)=CCC\C(C)=C\CC\C(C)=C\C=O
C16502,None
C16503,COC(=O)/C=C(C)/CC/C=C(C)/CCC=C(C)C
C16504,None
C16505,None
C16506,None
C16507,None
C16508,None
C16509,None
C16510,None
C16511,N[C@@H](CC[S](O)(=O)=O)C(O)=O
C16512,CCCCCCCCCCCCCCCC(=O)NCCO
C16513,CC/C=C\C\C=C/C/C=C\C\C=C/C\C=C/CCCCCC(O)=O
C16514,None
C16515,None
C16516,None
C16517,None
C16518,None
C16519,None
C16520,None
C16521,CC(=C)C=C
C16522,CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O
C16523,None
C16524,None
C16525,None
C16526,None
C16527,CCCCC\C=C\C\C=C\C\C=C\C\C=C\CCCCCC(O)=O
C16528,None
C16529,None
C16530,None
C16531,None
C16532,None
C16533,None
C16534,None
C16535,None
C16536,None
C16537,None
C16538,None
C16540,None
C16541,None
C16542,None
C16543,None
C16544,CC(O)C(/c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3
C16545,CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCC[N+](C)(C)[O-])cc3
C16546,CC\C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCNC)cc3
C16547,None
C16548,CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN)cc3
C16549,None
C16550,ClCCN[P]1(=O)NCCCO1
C16551,N[P](=O)(OCCCO)N(CCCl)CCCl
C16552,[Cl-].ClCC[NH2+]CCCl
C16553,None
C16554,ClCCN[P]1(=O)OCCC(=O)N1CCCl
C16555,N[P]1(=O)OCCCN1CCCl
C16556,ClCCN[P](=O)(NCCCl)OCCC=O
C16557,OC(=O)CCO[P](=O)(NCCCl)NCCCl
C16558,None
C16559,O[P](=O)(NCCCl)NCCCl
C16560,CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C
C16561,CCNCC(=O)Nc1c(C)cccc1C
C16562,None
C16563,None
C16564,None
C16565,NCCCCCNCCCN
C16566,None
C16567,None
C16568,None
C16569,Cc1cccc(C)c1NC(=O)C[NH3+]
C16570,Cc1cc(O)cc(C)c1N
C16571,Cc1cccc(C(O)=O)c1N
C16572,CCNCC(=O)Nc1c(C)ccc(O)c1C
C16573,None
C16574,None
C16575,None
C16576,COc1ccc2C[C@H]3NCC[C@@]45C(Oc1c24)C(O)C=CC35
C16577,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O)[C@@H]6Oc1c2[C@]46CCN3C
C16578,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)C(O)=O)c35
C16579,None
C16581,None
C16582,None
C16583,None
C16584,None
C16586,NC(=O)OCC(CO)c1ccccc1
C16587,None
C16588,None
C16589,None
C16590,None
C16591,NC(=O)OCC(C(O)=O)c1ccccc1
C16592,None
C16593,OC(=O)CCCCCCS
C16594,None
C16595,None
C16596,None
C16597,None
C16598,None
C16600,None
C16601,NC(=O)N1c2ccccc2C=Cc3cc(O)ccc13
C16602,NC(=O)N1c2ccccc2C=Cc3ccc(O)cc13
C16603,None
C16604,None
C16605,None
C16606,None
C16607,None
C16608,CNCCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3
C16609,NCCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3
C16610,None
C16611,None
C16612,None
C16613,O=C1NC(=S)C2=C(N1)NC(=O)N2
C16614,CSc1ncnc2nc[nH]c12
C16615,CC1=NC(=S)c2ncn([C@@H]3O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@H]3O)c2N1
C16616,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=S)N=CNc23
C16617,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=S)N=CNc23
C16618,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=S)NC(=O)Nc23
C16619,None
C16620,None
C16621,Cn1cnc(c1)[N+]([O-])=O
C16622,CC(=O)NNC(C)=O
C16623,OC(=O)CNC(=O)c1ccncc1
C16624,C/C(=N/NC(=O)c1ccncc1)C(O)=O
C16625,OC(=O)CC\C(=N/NC(=O)c1ccncc1)C(O)=O
C16626,CCC[S](=O)(=O)c1ccc2nc(NC(=O)OC)[nH]c2c1
C16627,CCC[S](=O)(=O)c1ccc2nc(N)[nH]c2c1
C16628,COC(=O)Nc1[nH]c2cc(ccc2n1)[S](=O)(=O)CC(C)O
C16629,COC(=O)Nc1[nH]c2cc(ccc2n1)[S](=O)(=O)CCCO
C16630,FC1CNC(=O)NC1=O
C16631,NC(=O)NCC(F)C(O)=O
C16632,[Cl-].[NH3+]CC(F)C(O)=O
C16633,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O
C16634,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)N2C=C(F)C(=O)NC2=O
C16635,None
C16636,None
C16637,None
C16638,None
C16639,None
C16640,None
C16641,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4
C16643,CN1CC[C@]23[C@H]4Oc5c(O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)C(O)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35
C16644,None
C16645,None
C16647,None
C16648,CCCC(CC=C)C(O)=O
C16649,CCCC(CC(C)O)C(O)=O
C16650,CCCC(CCCO)C(O)=O
C16651,CCCC(C(O)CC)C(O)=O
C16652,CCCC(C(O)=O)C(=O)CC
C16653,[Na+].CCC\C(=C/CC)C([O-])=O
C16654,CCCC(\C=C\C)C(O)=O
C16655,None
C16656,CCC\C(=C/C=C)C(O)=O
C16657,None
C16658,CCCC(CCC(O)=O)C(O)=O
C16659,C\C=C1/N(C)C(C)CC1(c2ccccc2)c3ccccc3
C16660,None
C16661,CCC(OC(C)=O)C(C[C@H](C)NC)(c1ccccc1)c2ccccc2
C16662,None
C16663,None
C16664,None
C16665,None
C16666,[H+].[Cl-].COc1cc(CN)ccc1O
C16667,None
C16669,None
C16671,None
C16672,None
C16673,NC(CCC(O)=O)C(N)=O
C16674,None
C16675,None
C16676,None
C16677,None
C16678,None
C16679,None
C16680,None
C16681,None
C16682,None
C16683,CC(=C/CO)\C=C\C=C(C)\C=C\C1=C(C)C(=O)CCC1(C)C
C16684,None
C16685,None
C16687,None
C16688,None
C16689,None
C16690,None
C16691,None
C16692,NC(=O)CC[C@H](NC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(O)=O
C16693,None
C16694,None
C16695,None
C16696,CC(C)CC(=O)NCCc1[nH]cnc1
C16697,None
C16698,None
C16699,None
C16700,Oc1ccc(C=O)cc1O
C16701,None
C16702,None
C16703,None
C16704,None
C16705,None
C16706,None
C16707,None
C16708,None
C16709,None
C16710,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)N(C)C=O
C16711,None
C16712,COC1=CC=C2C(=CC1=O)[C@@H](N)CCc3cc(OC)c(OC)c(OC)c23
C16713,None
C16714,None
C16715,None
C16716,OC1=CC(=O)c2ccccc2N1
C16717,None
C16718,None
C16719,C[C@H](N)[C@H](O)c1ccccc1
C16720,None
C16721,COc1c2C[C@@H](Oc2nc3ccccc13)C(C)(C)O
C16722,None
C16723,None
C16724,None
C16725,None
C16726,None
C16727,OCCc1c([nH]c2ccccc12)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C
C16728,COc1ccc2nccc(C(=O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
C16729,None
C16730,None
C16731,None
C16732,None
C16733,None
C16734,None
C16735,None
C16736,None
C16737,None
C16738,None
C16739,None
C16740,None
C16741,NCC(O)CCC(N)C(O)=O
C16742,None
C16743,None
C16744,CC1=CN(C2OC(CO)C(O)C2O)C(=O)NC1=O
C16745,OCC1OC(C(O)C1O)N2C=CC(=O)NC2=O
C16746,C[C@@H](C\C(C)=C/[C@H](C)[C@@H](O)[C@@H](C)\C=C/[C@@H](O)C[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H]1C)[C@@H](O)[C@H](C)[C@@H](OC(N)=O)[C@@H](C)\C=C/C=C
C16747,NCCCNCCCCNC(=O)OCNC(=O)CC(O)CCCCN=C(N)N
C16748,OC1OCC=C2OC(=O)C=C12
C16749,None
C16750,CC(C)[C@](O)([C@@H](C)O)C(=O)OCC1=CCN2CC[C@@H](OC(C)=O)[C@@H]12
C16751,CC(C)[C@](O)([C@H](C)O)C(=O)OCC1=CCN2CC[C@@H](OC(C)=O)[C@@H]12
C16752,CC(C)CC(=O)O[C@@H]1OC=C(COC(C)=O)C2=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]3(CO3)[C@@H]12
C16753,COc1cc2OC3OCCC3c2c4OC(=O)C5=C(CCC5=O)c14
C16754,COc1cc2OC3OCCC3c2c4OC(=O)C5=C(CCOC5=O)c14
C16755,COc1cc2OC3OC=CC3c2c4OC(=O)C5=C(CCOC5=O)c14
C16756,COc1cc2OC3OC=CC3(O)c2c4OC(=O)C5=C(CCC5=O)c14
C16757,None
C16758,None
C16759,NC(CSCC=C)C(O)=O
C16760,OCc1cc(O)c2C(=O)c3c(O)cccc3Cc2c1
C16761,C[C@@]1(O)C2=NC3=C(NC[C@H]2[C@H](C(=O)OC4[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C4O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@]16C(=O)Nc7cc(Br)ccc67)NC(=O)NC3=O
C16762,C[C@@H]1C[C@@H]2O[C@@H]3[C@@H](C)[C@H](O)[C@@H]4O[C@]5(C[C@H](O)CO5)[C@@H](C)[C@H](C)[C@H]4O[C@H]3C[C@H]2O[C@H]6C[C@H]7O[C@H]8C\C=C/C[C@H]9O[C@H]%10C=C[C@H]%11O[C@@H]%12[C@@H](C[C@@H]%11O[C@@H]%10C=C[C@@H]9O[C@@H]8C[C@@H](O)[C@]7(C)O[C@@H]6C1)O[C@H]%13CC=C[C@@H](O[C@@H]%13[C@H]%12O)\C=C\[C@H](O)CO
C16763,Cc1cc(O)c2C(=C3C(=O)C4C(O)C5C6C(O)C(C(=O)C7=C(O)c8c(O)cc(C)c(O)c8C(=O)C467)C35C(=O)c2c1O)O
C16764,Cc1cc(O)c2C(=C3C(=O)C4C(O)C5C6C(O)C(C(=O)C7=C(O)c8c(O)cc(C)cc8C(=O)C467)C35C(=O)c2c1)O
C16765,C[C@H]1OC=C2C(=O)C(=C(O)O)C(=O)C(=C2[C@@H]1C)C
C16766,COC1=CC(=O)OC(=C1C)\C=C\C=C\C=C\C(C)=C\[C@]2(C)O[C@H](C)[C@](C)(O)[C@H]2O
C16767,CCCCCCC(O)C1C(O)C2=C(CC(CC3=C1C(=O)OC3=O)C(O)C4CC=CC(=O)O4)C(=O)OC2=O
C16768,COc1c(Cl)cc2c(N[C@@H]3N4C(=O)[C@@]5(C)SS[C@]4([C@H](O)[C@]23O)C(=O)N5C)c1OC
C16769,COC(CCC(C)C1OC23CC(OC(=O)CC(OC(=O)CC(O)(O2)C(C)CC3(C)C)C(C)O)C1C)c4cc(O)ccc4Br
C16770,COC(CCC(C)C1OC23CC(OC(=O)CC(OC(=O)CC(O)(O2)C(C)CC3(C)C)C(C)O)C1C)c4cc(O)c(Br)cc4Br
C16771,COC(CCC(C)C1OC23CC(OC(=O)CC(CO)OC(=O)CC(O)(O2)C(C)CC3(C)C)C1C)c4cccc(O)c4
C16772,CC1=CC[C@@H](CC1)C(C)(C)O
C16773,CC1=CCC(CC1)C2(C)CCC(O)C(C)(C)O2
C16774,CC1=CCC(CC1)C2(C)CCC(O2)C(C)(C)O
C16775,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
C16776,CC(CCC=C(C)C)C1CCC(=C)C=C1
C16777,CC(C)C12CCC(=C)C1C2
